idx,Vin,Vref,P,D1,D2,D0,Validity,ipk2pk,irms,vp_t1,vp_t2,vp_t3,vp_t4,vs_t1,vs_t2,vs_t3,vs_t4,Vo
1563,200,160,1000,0.82,0.78,0.239342414,1,20.36620931,7.142928912,1,1,1,1,0,1,1,0,159.899823
1564,200,160,1000,0.82,0.8,0.220576455,1,20.66365909,7.288138887,1,1,1,1,0,1,1,0,159.8997038
1565,200,160,1000,0.82,0.82,0.201121475,1,20.35286833,7.174077517,1,1,1,1,0,1,1,0,159.9614552
1566,200,160,1000,0.82,0.84,0.200448691,1,20.42825755,7.212732705,1,1,1,1,1,1,1,1,159.8867909
1567,200,160,1000,0.82,0.86,0.199946092,1,19.93761476,6.997912145,1,1,1,1,1,1,1,1,159.6557403
1568,200,160,1000,0.82,0.88,0.181403446,1,20.00226352,7.043452477,1,1,1,1,1,1,1,1,159.8590684
1569,200,160,1000,0.82,0.9,0.180238943,1,20.63313475,7.341329056,1,1,1,1,1,1,1,1,159.7899346
1570,200,160,1000,0.82,0.92,0.159028961,1,19.3757107,6.80147526,1,1,1,1,1,1,1,1,160.0701853
1571,200,160,1000,0.82,0.94,0.140397757,1,19.6781157,6.9457978,1,1,1,1,1,1,1,1,160.0281669
1572,200,160,1000,0.82,0.96,0.139503503,1,19.37848167,6.818233877,1,1,1,1,1,1,1,1,159.9999598
1573,200,160,1000,0.82,0.98,0.122160785,1,19.68954128,6.958645079,1,1,1,1,1,1,1,1,159.8804646
1574,200,160,1000,0.82,1,0.120273951,1,19.98550674,7.100032851,1,1,1,1,1,1,1,1,159.9467199
1575,200,160,1000,0.84,0.6,0.379692027,1,23.42612247,8.282416398,1,1,1,1,0,1,1,0,159.9291266
1576,200,160,1000,0.84,0.62,0.360057728,1,23.71831296,8.39319923,1,1,1,1,0,1,1,0,159.956708
1577,200,160,1000,0.84,0.64,0.340394616,1,23.07737563,8.162912413,1,1,1,1,0,1,1,0,159.9642728
1578,200,160,1000,0.84,0.66,0.339449326,1,22.48492736,7.92543089,1,1,1,1,0,1,1,0,159.3045301
1579,200,160,1000,0.84,0.68,0.318695854,1,22.13033566,7.827913903,1,1,1,1,0,1,1,0,159.9386729
1580,200,160,1000,0.84,0.7,0.300729241,1,22.10339406,7.811946684,1,1,1,1,0,1,1,0,159.8483216
1581,200,160,1000,0.84,0.72,0.281596122,1,21.46907019,7.564941989,1,1,1,1,0,1,1,0,159.8181349
1582,200,160,1000,0.84,0.74,0.261208346,1,21.15311508,7.458542349,1,1,1,1,0,1,1,0,159.9255082
1583,200,160,1000,0.84,0.76,0.260762136,1,21.45921281,7.597686947,1,1,1,1,0,1,1,0,159.7994593
1584,200,160,1000,0.84,0.78,0.241156126,1,20.82115528,7.341991476,1,1,1,1,0,1,1,0,159.8437504
1585,200,160,1000,0.84,0.8,0.222379799,1,20.51702854,7.229909185,1,1,1,1,0,1,1,0,159.8252489
1586,200,160,1000,0.84,0.82,0.218371994,1,20.19471792,7.118040022,1,1,1,1,0,1,1,0,160.028647
1587,200,160,1000,0.84,0.84,0.200634209,1,20.46558169,7.245755766,1,1,1,1,1,1,1,1,159.9463275
1588,200,160,1000,0.84,0.86,0.200136773,1,20.24205585,7.139605381,1,1,1,1,1,1,1,1,159.8663566
1589,200,160,1000,0.84,0.88,0.199599531,1,19.88197138,6.979118901,1,1,1,1,1,1,1,1,159.4853013
1590,200,160,1000,0.84,0.9,0.178735781,1,19.52633803,6.862504426,1,1,1,1,1,1,1,1,160.0802824
1591,200,160,1000,0.84,0.92,0.16221566,1,19.84369879,7.005600119,1,1,1,1,1,1,1,1,159.8574056
1592,200,160,1000,0.84,0.94,0.160360884,1,20.13979075,7.151267602,1,1,1,1,1,1,1,1,159.8977811
1593,200,160,1000,0.84,0.96,0.141624913,1,19.83800404,7.024331155,1,1,1,1,1,1,1,1,159.9010292
1594,200,160,1000,0.84,0.98,0.13862024,1,19.52489218,6.894807264,1,1,1,1,1,1,1,1,160.0395339
1595,200,160,1000,0.84,1,0.119637537,1,18.8949942,6.604594031,1,1,1,1,1,1,1,1,160.0561886
1596,200,160,1000,0.86,0.6,0.383550628,1,23.88735138,8.448836234,1,1,1,1,0,1,1,0,159.7314056
1597,200,160,1000,0.86,0.62,0.378859652,1,23.25476774,8.219606986,1,1,1,1,0,1,1,0,159.6340197
1598,200,160,1000,0.86,0.64,0.3595638,1,22.60381265,7.984181958,1,1,1,1,0,1,1,0,159.8054805
1599,200,160,1000,0.86,0.66,0.339514843,1,22.28676313,7.887303062,1,1,1,1,0,1,1,0,159.9088682
1600,200,160,1000,0.86,0.68,0.319370526,1,21.6441572,7.641202736,1,1,1,1,0,1,1,0,159.9723188
1601,200,160,1000,0.86,0.7,0.301721289,1,21.62273601,7.617188621,1,1,1,1,0,1,1,0,159.8184788
1602,200,160,1000,0.86,0.72,0.299292601,1,21.33621543,7.512231537,1,1,1,1,0,1,1,0,159.5677357
1603,200,160,1000,0.86,0.74,0.27925521,1,20.9983938,7.407012349,1,1,1,1,0,1,1,0,159.9403065
1604,200,160,1000,0.86,0.76,0.260621596,1,21.29605321,7.540334796,1,1,1,1,0,1,1,0,159.9166392
1605,200,160,1000,0.86,0.78,0.240095865,1,20.65041729,7.28184374,1,1,1,1,0,1,1,0,160.0484118
1606,200,160,1000,0.86,0.8,0.240176323,1,20.96256213,7.423318123,1,1,1,1,0,1,1,0,159.8673466
1607,200,160,1000,0.86,0.82,0.220549043,1,20.65142501,7.312040711,1,1,1,1,0,1,1,0,159.9411249
1608,200,160,1000,0.86,0.84,0.205262998,1,20.03496027,7.044328927,1,1,1,1,0,1,1,0,159.7686291
1609,200,160,1000,0.86,0.86,0.200037856,1,20.19038608,7.127797901,1,1,1,1,1,1,1,1,159.9760561
1610,200,160,1000,0.86,0.88,0.200862945,1,20.30223763,7.177489578,1,1,1,1,1,1,1,1,159.8318159
1611,200,160,1000,0.86,0.9,0.181240071,1,19.9878907,7.059402349,1,1,1,1,1,1,1,1,159.944581
1612,200,160,1000,0.86,0.92,0.17821604,1,19.67421168,6.940776141,1,1,1,1,1,1,1,1,160.0588029
1613,200,160,1000,0.86,0.94,0.161012741,1,19.98493321,7.081756416,1,1,1,1,1,1,1,1,159.9334622
1614,200,160,1000,0.86,0.96,0.159278477,1,19.36022883,6.799760679,1,1,1,1,1,1,1,1,159.892496
1615,200,160,1000,0.86,0.98,0.141341501,1,19.66183817,6.940784219,1,1,1,1,1,1,1,1,159.8733894
1616,200,160,1000,0.86,1,0.139310896,1,19.3611545,6.806433875,1,1,1,1,1,1,1,1,159.8839242
1617,200,160,1000,0.88,0.6,0.400122262,1,24.32827775,8.607228963,1,1,1,1,0,1,1,0,159.815627
1618,200,160,1000,0.88,0.62,0.379447012,1,23.07888268,8.182848471,1,1,1,1,0,1,1,0,159.9095955
1619,200,160,1000,0.88,0.64,0.360001548,1,23.3708457,8.292002256,1,1,1,1,0,1,1,0,159.9267798
1620,200,160,1000,0.88,0.66,0.340118309,1,22.72933897,8.054765597,1,1,1,1,0,1,1,0,159.9678361
1621,200,160,1000,0.88,0.68,0.321832683,1,22.10259702,7.811484475,1,1,1,1,0,1,1,0,159.8405398
1622,200,160,1000,0.88,0.7,0.319858296,1,21.47283451,7.56255358,1,1,1,1,0,1,1,0,159.7713248
1623,200,160,1000,0.88,0.72,0.299433858,1,21.15084972,7.458759248,1,1,1,1,0,1,1,0,159.9457871
1624,200,160,1000,0.88,0.74,0.279453577,1,20.51047164,7.200046437,1,1,1,1,0,1,1,0,160.0088272
1625,200,160,1000,0.88,0.76,0.266905688,1,20.83657981,7.328177983,1,1,1,1,0,1,1,0,159.6700328
1626,200,160,1000,0.88,0.78,0.260413793,1,21.11573559,7.464954892,1,1,1,1,0,1,1,0,159.8486522
1627,200,160,1000,0.88,0.8,0.239978412,1,19.87260301,6.954005389,1,1,1,1,0,1,1,0,159.9597702
1628,200,160,1000,0.88,0.82,0.228286802,1,20.19859491,7.090381509,1,1,1,1,0,1,1,0,159.6458768
1629,200,160,1000,0.88,0.84,0.219660796,1,19.54030735,6.819816846,1,1,1,1,0,1,1,0,159.923413
1630,200,160,1000,0.88,0.86,0.200465149,1,19.94667473,7.015046541,1,1,1,1,1,1,1,1,159.9629897
1631,200,160,1000,0.88,0.88,0.200770573,1,20.14551904,7.108108509,1,1,1,1,1,1,1,1,159.9163194
1632,200,160,1000,0.88,0.9,0.198574147,1,19.50428164,6.831419922,1,1,1,1,1,1,1,1,159.9832617
1633,200,160,1000,0.88,0.92,0.180219213,1,20.12911925,7.130807955,1,1,1,1,1,1,1,1,159.9889689
1634,200,160,1000,0.88,0.94,0.177799689,1,19.83268798,7.010732663,1,1,1,1,1,1,1,1,159.9437136
1635,200,160,1000,0.88,0.96,0.159309448,1,19.19656142,6.727342784,1,1,1,1,1,1,1,1,160.0255692
1636,200,160,1000,0.88,0.98,0.148301044,1,19.53024009,6.863402811,1,1,1,1,1,1,1,1,159.6800278
1637,200,160,1000,0.88,1,0.139958131,1,19.20298439,6.731901995,1,1,1,1,1,1,1,1,159.9644266
1638,200,160,1000,0.9,0.6,0.40032054,1,24.16376822,8.564174544,1,1,1,1,0,1,1,0,159.9088835
1639,200,160,1000,0.9,0.62,0.380494737,1,23.52297536,8.3343953,1,1,1,1,0,1,1,0,159.9298333
1640,200,160,1000,0.9,0.64,0.360807146,1,22.88841367,8.098381783,1,1,1,1,0,1,1,0,159.8865522
1641,200,160,1000,0.9,0.66,0.360163422,1,23.19584995,8.212944011,1,1,1,1,0,1,1,0,159.7103654
1642,200,160,1000,0.9,0.68,0.338677589,1,21.93591396,7.758447803,1,1,1,1,0,1,1,0,159.9783274
1643,200,160,1000,0.9,0.7,0.319407081,1,21.30130068,7.506319899,1,1,1,1,0,1,1,0,159.9675798
1644,200,160,1000,0.9,0.72,0.302008105,1,21.28288925,7.475349306,1,1,1,1,0,1,1,0,159.7950476
1645,200,160,1000,0.9,0.74,0.300091983,1,21.91383282,7.754796997,1,1,1,1,0,1,1,0,159.6986646
1646,200,160,1000,0.9,0.76,0.280273041,1,21.2637587,7.500517325,1,1,1,1,0,1,1,0,159.8820685
1647,200,160,1000,0.9,0.78,0.261337976,1,20.96051598,7.394216618,1,1,1,1,0,1,1,0,159.8684906
1648,200,160,1000,0.9,0.8,0.257692958,1,20.34416138,7.130278222,1,1,1,1,0,1,1,0,159.7105877
1649,200,160,1000,0.9,0.82,0.239631931,1,20.01843161,7.019941631,1,1,1,1,0,1,1,0,159.9391845
1650,200,160,1000,0.9,0.84,0.221697675,1,20.32100461,7.156608371,1,1,1,1,0,1,1,0,159.8722566
1651,200,160,1000,0.9,0.86,0.219556644,1,19.68493199,6.883388386,1,1,1,1,0,1,1,0,159.9096769
1652,200,160,1000,0.9,0.88,0.219550655,1,19.704138,6.886291249,1,1,1,1,1,1,1,1,159.7824799
1653,200,160,1000,0.9,0.9,0.201306327,1,19.96457965,7.012943944,1,1,1,1,1,1,1,1,159.8451852
1654,200,160,1000,0.9,0.92,0.19901818,1,19.71324995,6.894035334,1,1,1,1,1,1,1,1,159.3689017
1655,200,160,1000,0.9,0.94,0.179512834,1,19.34927542,6.774940373,1,1,1,1,1,1,1,1,159.9889541
1656,200,160,1000,0.9,0.96,0.161789604,1,19.65504888,6.911169802,1,1,1,1,1,1,1,1,159.9167056
1657,200,160,1000,0.9,0.98,0.160924075,1,19.95883801,7.048410479,1,1,1,1,1,1,1,1,159.8679015
1658,200,160,1000,0.9,1,0.142459491,1,19.33731355,6.760599705,1,1,1,1,1,1,1,1,159.8245285
1659,200,160,1000,0.92,0.6,0.419823272,1,23.7034556,8.372929007,1,1,1,1,0,1,1,0,159.5864324
1660,200,160,1000,0.92,0.62,0.399138525,1,23.04581435,8.137810927,1,1,1,1,0,1,1,0,159.8255647
1661,200,160,1000,0.92,0.64,0.380733086,1,23.34138892,8.243171304,1,1,1,1,0,1,1,0,159.7866456
1662,200,160,1000,0.92,0.66,0.359978684,1,22.09641666,7.800885163,1,1,1,1,0,1,1,0,159.8865481
1663,200,160,1000,0.92,0.68,0.341928024,1,22.07074897,7.759754158,1,1,1,1,0,1,1,0,159.7758922
1664,200,160,1000,0.92,0.7,0.323520899,1,21.76554008,7.66058415,1,1,1,1,0,1,1,0,159.7669157
1665,200,160,1000,0.92,0.72,0.319970548,1,21.12866059,7.40596404,1,1,1,1,0,1,1,0,159.8016684
1666,200,160,1000,0.92,0.74,0.300513083,1,21.41552302,7.529644978,1,1,1,1,0,1,1,0,159.8707402
1667,200,160,1000,0.92,0.76,0.280240152,1,21.09813203,7.425792937,1,1,1,1,0,1,1,0,160.0006769
1668,200,160,1000,0.92,0.78,0.279564967,1,20.48803491,7.163572482,1,1,1,1,0,1,1,0,159.7847596
1669,200,160,1000,0.92,0.8,0.259206203,1,20.16485332,7.055493137,1,1,1,1,0,1,1,0,159.9787163
1670,200,160,1000,0.92,0.82,0.240423483,1,20.45739742,7.187868973,1,1,1,1,0,1,1,0,160.0033179
1671,200,160,1000,0.92,0.84,0.239103874,1,19.83715051,6.917218996,1,1,1,1,0,1,1,0,159.9015306
1672,200,160,1000,0.92,0.86,0.220936675,1,20.24635521,7.112603464,1,1,1,1,1,1,1,1,159.9156088
1673,200,160,1000,0.92,0.88,0.219892298,1,19.72935913,6.897250741,1,1,1,1,1,1,1,1,159.9246424
1674,200,160,1000,0.92,0.9,0.21532059,1,19.85828518,6.928431259,1,1,1,1,1,1,1,1,159.4252947
1675,200,160,1000,0.92,0.92,0.20115492,1,20.11154061,7.066753822,1,1,1,1,1,1,1,1,159.8321935
1676,200,160,1000,0.92,0.94,0.181946955,1,19.80614465,6.948276062,1,1,1,1,1,1,1,1,159.8879934
1677,200,160,1000,0.92,0.96,0.178392389,1,19.48708201,6.827957145,1,1,1,1,1,1,1,1,160.074564
1678,200,160,1000,0.92,0.98,0.159647369,1,18.86217615,6.540108115,1,1,1,1,1,1,1,1,160.0619741
1679,200,160,1000,0.92,1,0.160898558,1,20.1083025,7.093330126,1,1,1,1,1,1,1,1,159.8476656
1680,200,160,1000,0.94,0.6,0.420295286,1,24.45283447,8.645908466,1,1,1,1,0,1,1,0,159.863622
1681,200,160,1000,0.94,0.62,0.401441695,1,23.49345,8.26784184,1,1,1,1,0,1,1,0,159.7769907
1682,200,160,1000,0.94,0.64,0.381877588,1,22.85776071,8.030401657,1,1,1,1,0,1,1,0,159.7713323
1683,200,160,1000,0.94,0.66,0.363258087,1,22.55005792,7.937780922,1,1,1,1,0,1,1,0,159.781707
1684,200,160,1000,0.94,0.68,0.359781882,1,21.91741856,7.6899951,1,1,1,1,0,1,1,0,159.7633227
1685,200,160,1000,0.94,0.7,0.338765273,1,21.58879633,7.591736401,1,1,1,1,0,1,1,0,159.9956167
1686,200,160,1000,0.94,0.72,0.320764622,1,21.89185406,7.706720081,1,1,1,1,0,1,1,0,159.8949892
1687,200,160,1000,0.94,0.74,0.300758511,1,21.25129629,7.450705795,1,1,1,1,0,1,1,0,159.9685955
1688,200,160,1000,0.94,0.76,0.298752245,1,20.94890659,7.349142937,1,1,1,1,0,1,1,0,159.9547443
1689,200,160,1000,0.94,0.78,0.279700482,1,20.31798547,7.08433399,1,1,1,1,0,1,1,0,159.9501966
1690,200,160,1000,0.94,0.8,0.262023797,1,20.62257367,7.211275948,1,1,1,1,0,1,1,0,159.8527461
1691,200,160,1000,0.94,0.82,0.259265286,1,19.98648603,6.942649209,1,1,1,1,0,1,1,0,159.9091856
1692,200,160,1000,0.94,0.84,0.239400426,1,19.67398234,6.832911199,1,1,1,1,0,1,1,0,160.0089599
1693,200,160,1000,0.94,0.86,0.236975254,1,20.04079142,6.965738485,1,1,1,1,0,1,1,1,159.364232
1694,200,160,1000,0.94,0.88,0.229932983,1,20.03771416,6.973025423,1,1,1,1,1,1,1,1,159.5332925
1695,200,160,1000,0.94,0.9,0.220117147,1,20.57616091,7.251342327,1,1,1,1,1,1,1,1,159.9362805
1696,200,160,1000,0.94,0.92,0.200912558,1,19.94379101,6.975122582,1,1,1,1,1,1,1,1,159.9793585
1697,200,160,1000,0.94,0.94,0.199494283,1,19.32239502,6.694538481,1,1,1,1,1,1,1,1,159.9331119
1698,200,160,1000,0.94,0.96,0.181469064,1,19.95047676,6.99162846,1,1,1,1,1,1,1,1,159.9053272
1699,200,160,1000,0.94,0.98,0.178561755,1,19.6385816,6.8700234,1,1,1,1,1,1,1,1,160.0309289
1700,200,160,1000,0.94,1,0.161562082,1,19.95128538,6.998142038,1,1,1,1,1,1,1,1,159.8998803
1701,200,160,1000,0.96,0.6,0.422748654,1,23.97582978,8.435907768,1,1,1,1,0,1,1,0,159.749705
1702,200,160,1000,0.96,0.62,0.419196189,1,23.35237331,8.201375271,1,1,1,1,0,1,1,0,159.6138929
1703,200,160,1000,0.96,0.64,0.399004355,1,22.69335536,7.959930127,1,1,1,1,0,1,1,0,159.85842
1704,200,160,1000,0.96,0.66,0.380505409,1,22.98777005,8.062728337,1,1,1,1,0,1,1,0,159.8286998
1705,200,160,1000,0.96,0.68,0.360216908,1,22.67228986,7.972551594,1,1,1,1,0,1,1,0,159.9278741
1706,200,160,1000,0.96,0.7,0.341611749,1,22.04594431,7.723495025,1,1,1,1,0,1,1,0,159.8525675
1707,200,160,1000,0.96,0.72,0.339598518,1,21.42607233,7.469280592,1,1,1,1,0,1,1,0,159.7323598
1708,200,160,1000,0.96,0.74,0.320962237,1,21.71134735,7.587971173,1,1,1,1,0,1,1,0,159.8009987
1709,200,160,1000,0.96,0.76,0.300535508,1,21.39378697,7.488736187,1,1,1,1,0,1,1,0,159.9345416
1710,200,160,1000,0.96,0.78,0.29408301,1,20.81929598,7.227350289,1,1,1,1,0,1,1,0,159.4239792
1711,200,160,1000,0.96,0.8,0.28014428,1,21.06195612,7.355003593,1,1,1,1,0,1,1,0,159.8843676
1712,200,160,1000,0.96,0.82,0.261816919,1,20.44126079,7.088965236,1,1,1,1,0,1,1,0,159.8052844
1713,200,160,1000,0.96,0.84,0.259754029,1,20.14979515,6.98096267,1,1,1,1,0,1,1,0,159.7242984
1714,200,160,1000,0.96,0.86,0.239586086,1,19.81186212,6.86688102,1,1,1,1,0,1,1,1,159.9785041
1715,200,160,1000,0.96,0.88,0.23954265,1,19.73750434,6.817291901,1,1,1,1,1,1,1,1,159.8810094
1716,200,160,1000,0.96,0.9,0.221647661,1,20.10113415,6.991403554,1,1,1,1,1,1,1,1,159.8909162
1717,200,160,1000,0.96,0.92,0.219196419,1,19.7924232,6.880860882,1,1,1,1,1,1,1,1,159.9769552
1718,200,160,1000,0.96,0.94,0.199989277,1,19.1624918,6.598782301,1,1,1,1,1,1,1,1,160.0096796
1719,200,160,1000,0.96,0.96,0.200629153,1,20.40263316,7.142793844,1,1,1,1,1,1,1,1,159.8264051
1720,200,160,1000,0.96,0.98,0.181963081,1,19.77722578,6.858958555,1,1,1,1,1,1,1,1,159.8315361
1721,200,160,1000,0.96,1,0.178880045,1,19.465296,6.734187993,1,1,1,1,1,1,1,1,159.9604152
1722,200,160,1000,0.98,0.6,0.440694486,1,24.41324303,8.537535811,1,1,1,1,0,1,1,0,159.782678
1723,200,160,1000,0.98,0.62,0.419437732,1,23.16575388,8.130916904,1,1,1,1,0,1,1,0,159.9262726
1724,200,160,1000,0.98,0.64,0.401188844,1,23.46582152,8.223194595,1,1,1,1,0,1,1,0,159.8332051
1725,200,160,1000,0.98,0.66,0.380351094,1,22.81729432,7.980825428,1,1,1,1,0,1,1,0,159.9676955
1726,200,160,1000,0.98,0.68,0.378342507,1,22.20362204,7.733367035,1,1,1,1,0,1,1,0,159.7748361
1727,200,160,1000,0.98,0.7,0.36082947,1,22.49585451,7.842191488,1,1,1,1,0,1,1,0,159.7689556
1728,200,160,1000,0.98,0.72,0.339025097,1,21.24225957,7.382600919,1,1,1,1,0,1,1,0,160.0031936
1729,200,160,1000,0.98,0.74,0.319875031,1,20.61121499,7.120164097,1,1,1,1,0,1,1,0,159.9987883
1730,200,160,1000,0.98,0.76,0.31823327,1,21.23875388,7.397604204,1,1,1,1,0,1,1,0,159.9419279
1731,200,160,1000,0.98,0.78,0.29897813,1,20.60111928,7.132768209,1,1,1,1,0,1,1,0,160.0045461
1732,200,160,1000,0.98,0.8,0.280705427,1,20.89906593,7.25463963,1,1,1,1,0,1,1,0,159.9635931
1733,200,160,1000,0.98,0.82,0.279604293,1,20.28617561,6.986537377,1,1,1,1,0,1,1,0,159.8264564
1734,200,160,1000,0.98,0.84,0.260952019,1,20.57655222,7.115306988,1,1,1,1,0,1,1,1,159.8547522
1735,200,160,1000,0.98,0.86,0.241133632,1,20.26500489,7.008843775,1,1,1,1,0,1,1,1,159.9622295
1736,200,160,1000,0.98,0.88,0.241093415,1,20.27283921,7.008027068,1,1,1,1,1,1,1,1,159.8805109
1737,200,160,1000,0.98,0.9,0.23875031,1,19.93386005,6.890561649,1,1,1,1,1,1,1,1,160.0214061
1738,200,160,1000,0.98,0.92,0.221946772,1,19.92456537,6.85131047,1,1,1,1,1,1,1,1,159.8290133
1739,200,160,1000,0.98,0.94,0.219988369,1,19.6240307,6.738393442,1,1,1,1,1,1,1,1,159.8539002
1740,200,160,1000,0.98,0.96,0.199585888,1,19.30511997,6.623910632,1,1,1,1,1,1,1,1,160.0314448
1741,200,160,1000,0.98,0.98,0.200528343,1,20.54886189,7.162430507,1,1,1,1,1,1,1,1,159.8146656
1742,200,160,1000,0.98,1,0.181462961,1,19.91857254,6.875602978,1,1,1,1,1,1,1,1,159.8680974
1743,200,160,1000,1,0.6,0.440729483,1,24.2433616,8.457958587,1,1,1,1,0,1,1,0,159.9053099
1744,200,160,1000,1,0.62,0.43939756,1,23.66845392,8.224338934,1,1,1,1,0,1,1,0,159.3110856
1745,200,160,1000,1,0.64,0.419657746,1,22.98839479,7.982566784,1,1,1,1,0,1,1,0,159.7572611
1746,200,160,1000,1,0.66,0.39995466,1,22.34742312,7.735713902,1,1,1,1,0,1,1,0,159.8262629
1747,200,160,1000,1,0.68,0.379411838,1,22.0291687,7.644875404,1,1,1,1,0,1,1,0,159.951609
1748,200,160,1000,1,0.7,0.362078995,1,21.94054898,7.585237578,1,1,1,1,0,1,1,0,159.7737032
1749,200,160,1000,1,0.72,0.359211412,1,21.72277167,7.491922932,1,1,1,1,0,1,1,0,159.6517957
1750,200,160,1000,1,0.74,0.339654315,1,21.06685527,7.231735182,1,1,1,1,0,1,1,0,159.8706473
1751,200,160,1000,1,0.76,0.321128768,1,21.29054574,7.347000043,1,1,1,1,0,1,1,0,159.8440222
1752,200,160,1000,1,0.78,0.302984188,1,21.06268424,7.249101896,1,1,1,1,0,1,1,0,159.8258969
1753,200,160,1000,1,0.8,0.300819969,1,21.28696874,7.372043125,1,1,1,1,0,1,1,0,159.7982678
1754,200,160,1000,1,0.82,0.28127955,1,20.65277279,7.106105742,1,1,1,1,0,1,1,0,159.8457397
1755,200,160,1000,1,0.84,0.278738151,1,20.45185004,7.003660509,1,1,1,1,0,1,1,1,159.6246155
1756,200,160,1000,1,0.86,0.261025249,1,20.47048963,7.044377522,1,1,1,1,1,1,1,1,159.8295741
1757,200,160,1000,1,0.88,0.260087027,1,20.63760671,7.121619244,1,1,1,1,1,1,1,1,159.8033938
1758,200,160,1000,1,0.9,0.240027712,1,20.37359366,7.013771084,1,1,1,1,1,1,1,1,160.030719
1759,200,160,1000,1,0.92,0.239751561,1,19.76792906,6.735946217,1,1,1,1,1,1,1,1,159.8711734
1760,200,160,1000,1,0.94,0.221642914,1,19.9937548,6.86331167,1,1,1,1,1,1,1,1,159.8490745
1761,200,160,1000,1,0.96,0.220012787,1,20.61526056,7.159798663,1,1,1,1,1,1,1,1,159.866034
1762,200,160,1000,1,0.98,0.201124313,1,20.384799,7.045470377,1,1,1,1,1,1,1,1,159.9153178
1763,200,160,1000,1,1,0.199789111,1,19.76977858,6.756872654,1,1,1,1,1,1,1,1,159.84867
1764,200,200,100,0.6,0.6,0.038412602,1,1.522756193,0.605435348,1,0,1,1,1,1,1,1,200.0461786
1765,200,200,100,0.6,0.62,0.020616394,1,2.436322408,1.039680511,1,0,1,1,1,1,1,1,200.0519624
1766,200,200,100,0.6,0.64,0.018802682,1,2.397393775,0.899601188,1,0,1,0,1,1,1,1,200.0171724
1767,200,200,100,0.6,0.66,0.002772534,1,3.35645652,1.344665638,1,0,1,0,1,1,1,1,199.8473764
1768,200,200,100,0.6,0.68,-0.001916999,1,3.994073546,1.285918893,1,0,1,0,1,1,1,1,200.1262277
1769,200,200,100,0.6,0.7,-0.018114986,1,4.94372368,1.532123124,1,0,1,0,1,1,1,1,199.9079583
1770,200,200,100,0.6,0.72,-0.021088667,1,5.584365488,1.650770369,1,0,1,0,1,1,1,1,200.0342482
1771,200,200,100,0.6,0.74,-0.038483271,1,6.563113174,2.013357361,1,0,1,0,1,1,1,1,199.9868746
1772,200,200,100,0.6,0.76,-0.039338435,1,7.383221774,2.255238611,1,0,1,0,1,1,1,1,199.9161202
1773,200,200,100,0.6,0.78,-0.057729076,1,8.148719641,2.229447861,1,0,1,0,1,1,1,1,199.8924187
1774,200,200,100,0.6,0.8,-0.061078963,1,8.761059863,2.3145014,1,0,1,0,1,1,1,1,200.0479304
1775,200,200,100,0.6,0.82,-0.07776576,1,9.747179759,2.525283269,1,0,1,0,1,1,1,1,199.9080603
1776,200,200,100,0.6,0.84,-0.081853779,1,10.49920996,2.677913313,1,0,1,0,1,1,1,1,200.1522345
1777,200,200,100,0.6,0.86,-0.098231815,1,11.35230961,2.858640083,1,0,1,0,1,1,1,1,199.9882917
1778,200,200,100,0.6,0.88,-0.09935256,1,12.17143477,3.035161792,1,0,1,0,1,1,1,1,199.945588
1779,200,200,100,0.6,0.9,-0.117839016,1,12.93256231,3.051538558,1,0,1,0,1,1,1,1,199.9554275
1780,200,200,100,0.6,0.92,-0.121426821,1,13.66608793,3.060994445,1,0,1,0,1,1,1,1,200.1267341
1781,200,200,100,0.6,0.94,-0.137910432,1,14.51622816,3.191142072,1,0,1,0,1,1,1,1,199.970908
1782,200,200,100,0.6,0.96,-0.141430139,1,15.2461473,3.165823149,1,0,1,0,1,1,1,1,200.1367425
1783,200,200,100,0.6,0.98,-0.159551414,1,16.12856778,3.273684104,1,0,1,0,1,1,1,1,200.140885
1785,200,200,100,0.62,0.6,0.040022896,1,2.458489018,0.912880411,1,0,1,1,1,1,1,1,200.0410585
1786,200,200,100,0.62,0.62,0.038982756,1,1.523692615,0.614543451,1,0,1,1,1,1,1,1,199.9773719
1787,200,200,100,0.62,0.64,0.019629961,1,1.638180128,0.606792092,1,0,1,1,1,1,1,1,200.0991021
1788,200,200,100,0.62,0.66,0.019943796,1,2.395889062,0.893972903,1,0,1,0,1,1,1,1,199.8928685
1789,200,200,100,0.62,0.68,0.002323637,1,3.359868304,1.335026806,1,0,1,0,1,1,1,1,199.883043
1790,200,200,100,0.62,0.7,-0.002258117,1,3.994462484,1.261351636,1,0,1,0,1,1,1,1,200.1468273
1791,200,200,100,0.62,0.72,-0.019966452,1,4.977620516,1.65149323,1,0,1,0,1,1,1,1,200.1362236
1792,200,200,100,0.62,0.74,-0.019382722,1,5.773282317,1.901089619,1,0,1,0,1,1,1,1,199.9001719
1793,200,200,100,0.62,0.76,-0.037512578,1,6.538854138,1.843617847,1,0,1,0,1,1,1,1,199.8578234
1794,200,200,100,0.62,0.78,-0.039803447,1,7.384818831,2.206731976,1,0,1,0,1,1,1,1,199.9509133
1795,200,200,100,0.62,0.8,-0.05768179,1,8.142832367,2.159467951,1,0,1,0,1,1,1,1,199.8862829
1796,200,200,100,0.62,0.82,-0.061954497,1,8.900811405,2.336013739,1,0,1,0,1,1,1,1,200.1381171
