idx,Vin,Vref,P,D1,D2,D0,Validity,ipk2pk,irms,vp_t1,vp_t2,vp_t3,vp_t4,vs_t1,vs_t2,vs_t3,vs_t4,Vo
2624,200,200,400,0.98,1,0.043489555,1,4.337411212,2.07962669,1,1,1,1,1,1,1,1,199.8040808
2625,200,200,400,1,0.6,0.262771381,1,15.03474172,3.700151604,1,1,1,1,0,1,1,0,199.9293998
2626,200,200,400,1,0.62,0.258402546,1,14.24037496,3.506154725,1,1,1,1,0,1,1,0,200.0498727
2627,200,200,400,1,0.64,0.24074969,1,13.42269258,3.46856146,1,1,1,1,0,1,1,0,199.9586149
2628,200,200,400,1,0.66,0.238730738,1,12.64191217,3.119735549,1,1,1,1,0,1,1,0,199.9416023
2629,200,200,400,1,0.68,0.220900728,1,11.42677003,3.126171972,1,1,1,1,0,1,1,0,199.871541
2630,200,200,400,1,0.7,0.201188311,1,11.0242178,2.933581816,1,1,1,1,0,1,1,0,200.0151803
2631,200,200,400,1,0.72,0.201116858,1,9.826518883,2.987332162,1,1,1,1,0,1,1,0,199.8219879
2632,200,200,400,1,0.74,0.1814508,1,9.431077324,2.801761332,1,1,1,1,0,1,1,0,199.9208838
2633,200,200,400,1,0.76,0.180025377,1,8.210048265,2.897456097,1,1,1,1,0,1,1,0,199.8805625
2634,200,200,400,1,0.78,0.162086082,1,7.442085266,2.540137534,1,1,1,1,0,1,1,0,199.8105467
2635,200,200,400,1,0.8,0.157851198,1,7.036267898,2.355530937,1,1,1,1,0,1,1,0,199.9798023
2636,200,200,400,1,0.82,0.140114685,1,5.808308507,2.495544755,1,1,1,1,0,1,1,0,199.9747405
2637,200,200,400,1,0.84,0.120069953,1,5.401868359,2.317447209,1,1,1,1,0,1,1,0,200.1428689
2638,200,200,400,1,0.86,0.119601427,1,4.664139963,1.948923886,1,1,1,1,0,1,1,0,199.9220622
2639,200,200,400,1,0.88,0.100034581,1,5.043783011,2.318283789,1,1,1,1,0,1,1,0,200.1149819
2640,200,200,400,1,0.9,0.100034438,1,5.398754575,2.512276028,1,1,1,1,0,1,1,0,199.9085664
2641,200,200,400,1,0.92,0.079692673,1,3.820663822,1.782101938,1,1,1,1,0,1,1,0,200.0655753
2642,200,200,400,1,0.94,0.080267347,1,4.64511393,2.162609115,1,1,1,1,1,1,1,1,199.9781018
2643,200,200,400,1,0.96,0.077308291,1,4.200403112,1.95632527,1,1,1,1,1,1,1,1,200.1092502
2644,200,200,400,1,0.98,0.062928539,1,4.443803616,2.114952872,1,1,1,1,1,1,1,1,199.7796048
2645,200,200,400,1,1,0.059390192,1,4.187576548,1.967740328,1,1,1,1,1,1,1,1,199.8923962
2646,200,200,700,0.6,0.6,0.18106366,1,14.62194654,5.235343382,1,0,1,0,1,1,1,1,199.9289894
2647,200,200,700,0.6,0.62,0.179980295,1,13.80879561,5.017050134,1,0,1,0,1,1,1,1,199.8864247
2648,200,200,700,0.6,0.64,0.160608155,1,14.20360847,5.221938482,1,0,1,0,1,1,1,1,199.9118928
2649,200,200,700,0.6,0.66,0.139753209,1,12.62582301,4.730852834,1,0,1,0,1,1,1,1,200.0511937
2650,200,200,700,0.6,0.68,0.138499875,1,13.43683208,5.081273563,1,0,1,0,1,1,1,1,200.0676995
2651,200,200,700,0.6,0.7,0.11957453,1,12.62329817,4.874567313,1,0,1,0,1,1,1,1,200.0318873
2652,200,200,700,0.6,0.72,0.117904756,1,13.0260614,5.08825873,1,0,1,0,1,1,1,1,200.0821808
2653,200,200,700,0.6,0.74,0.099878904,1,12.20055016,4.883730458,1,0,1,0,1,1,1,1,199.96894
2654,200,200,700,0.6,0.76,0.079977476,1,11.82086391,4.829595392,1,0,1,0,1,1,1,1,200.0598391
2655,200,200,700,0.6,0.78,0.078771533,1,12.63818457,5.177486628,1,0,1,0,1,1,1,1,200.0742108
2656,200,200,700,0.6,0.8,0.061589022,1,12.5946398,5.239858442,1,0,1,0,1,1,1,1,199.912593
2657,200,200,700,0.6,0.82,0.058704064,1,12.64571797,5.319743771,1,0,1,1,1,1,1,1,200.0663589
2658,200,200,700,0.6,0.84,0.039785254,1,11.83675133,5.121449497,1,0,1,1,1,1,1,1,200.0634758
2659,200,200,700,0.6,0.86,0.03882556,1,12.23429709,5.308607582,1,0,1,1,1,1,1,1,200.0377958
2660,200,200,700,0.6,0.88,0.021919153,1,12.70919784,5.488447988,1,0,1,0,1,1,1,1,199.8686082
2661,200,200,700,0.6,0.9,0.019454493,1,13.18602309,5.414271533,1,0,1,0,1,1,1,1,199.9793958
2662,200,200,700,0.6,0.92,-0.000544566,1,13.98087943,5.212084186,1,0,1,0,1,1,1,1,200.1820305
2663,200,200,700,0.6,0.94,0.000147125,1,14.80431003,6.00696608,1,0,1,0,1,1,1,1,199.970645
2664,200,200,700,0.6,0.96,-0.019335509,1,15.56820611,5.64209621,1,0,1,0,1,1,1,1,199.9991212
2665,200,200,700,0.6,0.98,-0.020280552,1,16.33007988,5.535119881,1,0,1,0,1,1,1,1,199.9897597
2666,200,200,700,0.6,1,-0.039081875,1,17.13887756,5.794318419,1,0,1,0,1,1,1,1,200.0170836
2667,200,200,700,0.62,0.6,0.198430433,1,14.25095517,5.143997998,1,0,1,0,1,1,1,1,200.0067662
2668,200,200,700,0.62,0.62,0.179950266,1,13.0198863,4.769468656,1,0,1,0,1,1,1,1,199.936116
2669,200,200,700,0.62,0.64,0.160621651,1,13.83024857,5.107844167,1,0,1,0,1,1,1,1,199.9730966
2670,200,200,700,0.62,0.66,0.16026634,1,14.21136048,5.310802713,1,0,1,0,1,1,1,1,199.8866216
2671,200,200,700,0.62,0.68,0.139070581,1,12.63849589,4.805857298,1,0,1,0,1,1,1,1,200.0563846
2672,200,200,700,0.62,0.7,0.120835,1,13.02475748,5.012634342,1,0,1,0,1,1,1,1,199.9982376
2673,200,200,700,0.62,0.72,0.119872952,1,12.20574266,4.79365517,1,0,1,0,1,1,1,1,199.930963
2674,200,200,700,0.62,0.74,0.101470123,1,12.59535848,5.006430003,1,0,1,0,1,1,1,1,199.8923232
2675,200,200,700,0.62,0.76,0.099744201,1,12.20580264,4.933929577,1,0,1,0,1,1,1,1,199.9149554
2676,200,200,700,0.62,0.78,0.08008857,1,13.03722273,5.288164132,1,0,1,0,1,1,1,1,200.0255826
2677,200,200,700,0.62,0.8,0.0789325,1,12.22040802,5.073690099,1,0,1,0,1,1,1,1,199.9741645
2678,200,200,700,0.62,0.82,0.059749849,1,11.83342833,5.008191562,1,0,1,1,1,1,1,1,200.0023454
2679,200,200,700,0.62,0.84,0.057780496,1,12.2285852,5.202007796,1,0,1,1,1,1,1,1,199.9718021
2680,200,200,700,0.62,0.86,0.039927459,1,11.84076865,5.131203585,1,0,1,1,1,1,1,1,199.9876676
2681,200,200,700,0.62,0.88,0.022668205,1,11.90141073,5.175851974,1,0,1,0,1,1,1,1,199.8738852
2682,200,200,700,0.62,0.9,0.01875562,1,12.39744284,5.239542013,1,0,1,1,1,1,1,1,200.1115602
2683,200,200,700,0.62,0.92,0.000853568,1,13.22813448,5.412113968,1,0,1,0,1,1,1,1,200.2141886
2684,200,200,700,0.62,0.94,-0.00054856,1,13.96715798,5.17985789,1,0,1,0,1,1,1,1,200.1179352
2685,200,200,700,0.62,0.96,-0.010859337,1,14.81225257,5.472545391,1,0,1,0,1,1,1,1,200.3057692
2686,200,200,700,0.62,0.98,-0.021339913,1,15.56199302,5.363479761,1,0,1,0,1,1,1,1,200.2275953
2687,200,200,700,0.62,1,-0.031361928,1,16.37597754,5.492080862,1,0,1,0,1,1,1,1,200.2399823
2688,200,200,700,0.64,0.6,0.181159312,1,13.5070214,4.958063727,1,1,1,1,1,1,1,1,199.9397886
2689,200,200,700,0.64,0.62,0.17968466,1,12.64767092,4.667788903,1,0,1,0,1,1,1,1,200.0097041
2690,200,200,700,0.64,0.64,0.179132965,1,13.02846219,4.853504715,1,0,1,0,1,1,1,1,199.9286591
2691,200,200,700,0.64,0.66,0.158835666,1,12.65130751,4.763920313,1,0,1,0,1,1,1,1,200.0621186
2692,200,200,700,0.64,0.68,0.139547097,1,11.84097495,4.52749387,1,0,1,0,1,1,1,1,200.0593196
2693,200,200,700,0.64,0.7,0.13838477,1,12.65129223,4.879720904,1,0,1,0,1,1,1,1,200.0627518
2694,200,200,700,0.64,0.72,0.119263569,1,11.84018029,4.650135067,1,0,1,0,1,1,1,1,200.0526782
2695,200,200,700,0.64,0.74,0.115173858,1,12.21108992,4.854509084,1,0,1,0,1,1,1,1,199.8858735
2696,200,200,700,0.64,0.76,0.100288361,1,12.61758458,5.067780452,1,0,1,0,1,1,1,1,199.9584195
2697,200,200,700,0.64,0.78,0.08112865,1,12.22968991,4.986842838,1,0,1,0,1,1,1,1,199.9844548
2698,200,200,700,0.64,0.8,0.079018982,1,11.846678,4.912944024,1,0,1,0,1,1,1,1,200.0397006
2699,200,200,700,0.64,0.82,0.060127768,1,12.25120848,5.114889878,1,0,1,0,1,1,1,1,200.0734887
2700,200,200,700,0.64,0.84,0.058187459,1,11.86746241,5.039388377,1,0,1,1,1,1,1,1,200.1131898
2701,200,200,700,0.64,0.86,0.041418951,1,12.23849748,5.22484889,1,0,1,1,1,1,1,1,199.9375999
2702,200,200,700,0.64,0.88,0.038891949,1,11.44399447,4.999891908,1,0,1,1,1,1,1,1,200.0219413
2703,200,200,700,0.64,0.9,0.02175727,1,11.91422001,5.179828824,1,0,1,0,1,1,1,1,199.8961026
2704,200,200,700,0.64,0.92,0.018071698,1,12.39882156,5.234635157,1,0,1,1,1,1,1,1,200.1229672
2705,200,200,700,0.64,0.94,0.001374609,1,13.18045422,5.393011718,1,0,1,0,1,1,1,1,199.9610903
2706,200,200,700,0.64,0.96,-0.001708888,1,13.97384029,5.151386383,1,0,1,0,1,1,1,1,200.1639249
2707,200,200,700,0.64,0.98,-0.020500403,1,14.74082317,5.042216058,1,0,1,0,1,1,1,1,200.168985
2708,200,200,700,0.64,1,-0.02218892,1,15.18189554,5.32049462,1,0,1,0,1,1,1,1,200.3145694
2709,200,200,700,0.66,0.6,0.18060968,1,13.5070214,5.044937897,1,1,1,1,0,1,1,0,199.9409286
2710,200,200,700,0.66,0.62,0.180770661,1,13.1123188,4.906699654,1,1,1,1,1,1,1,1,199.9015503
2711,200,200,700,0.66,0.64,0.17954152,1,12.65127655,4.748683597,1,0,1,0,1,1,1,1,199.9647873
2712,200,200,700,0.66,0.66,0.160975817,1,13.03893525,4.936304511,1,0,1,0,1,1,1,1,199.9369455
2713,200,200,700,0.66,0.68,0.159600341,1,12.2245786,4.688849354,1,0,1,0,1,1,1,1,199.9045657
2714,200,200,700,0.66,0.7,0.139201399,1,11.84894632,4.597434503,1,0,1,0,1,1,1,1,200.0392893
2715,200,200,700,0.66,0.72,0.121669088,1,12.22569537,4.798059091,1,0,1,0,1,1,1,1,199.9184575
2716,200,200,700,0.66,0.74,0.118575989,1,11.85472038,4.713452744,1,0,1,0,1,1,1,1,200.0705493
2717,200,200,700,0.66,0.76,0.101402385,1,11.807582,4.767966469,1,0,1,0,1,1,1,1,199.9033809
2718,200,200,700,0.66,0.78,0.099957285,1,11.41278754,4.678866842,1,0,1,0,1,1,1,1,199.88994
2719,200,200,700,0.66,0.8,0.081007682,1,11.81463923,4.887984095,1,0,1,0,1,1,1,1,199.9224563
2720,200,200,700,0.66,0.82,0.07825524,1,11.44160877,4.802721287,1,0,1,0,1,1,1,1,200.0363297
2721,200,200,700,0.66,0.84,0.059599708,1,11.04833138,4.72071479,1,0,1,1,1,1,1,1,200.0232396
2722,200,200,700,0.66,0.86,0.05777793,1,11.45665982,4.914589622,1,0,1,1,1,1,1,1,200.071408
2723,200,200,700,0.66,0.88,0.040158063,1,12.26922146,5.251194044,1,0,1,1,1,1,1,1,200.023812
2724,200,200,700,0.66,0.9,0.027057648,1,11.48465606,5.011674977,1,0,1,1,1,1,1,1,200.158823
2725,200,200,700,0.66,0.92,0.018607523,1,11.58360381,4.915087372,1,0,1,1,1,1,1,1,200.1139304
2726,200,200,700,0.66,0.94,0.016544598,1,12.38720993,5.080029883,1,0,1,0,1,1,1,1,200.0645983
2727,200,200,700,0.66,0.96,0.000724783,1,13.17863012,5.382253951,1,0,1,0,1,1,1,1,199.955186
2728,200,200,700,0.66,0.98,-0.002211681,1,13.96890067,5.120142439,1,0,1,0,1,1,1,1,200.1448453
2729,200,200,700,0.66,1,-0.020757926,1,14.35855515,4.998975853,1,0,1,0,1,1,1,1,200.2473161
2730,200,200,700,0.68,0.6,0.180063579,1,13.12590702,4.982117926,1,1,1,1,0,1,1,0,200.0157634
2731,200,200,700,0.68,0.62,0.180287343,1,13.1123188,4.989786686,1,1,1,1,0,1,1,0,199.8917973
2732,200,200,700,0.68,0.64,0.179409772,1,11.9275729,4.546153064,1,1,1,1,1,1,1,1,199.9202175
2733,200,200,700,0.68,0.66,0.178916338,1,12.23651668,4.675261592,1,0,1,0,1,1,1,1,199.906654
2734,200,200,700,0.68,0.68,0.160412923,1,12.6307137,4.868345942,1,0,1,0,1,1,1,1,199.9292475
2735,200,200,700,0.68,0.7,0.139546258,1,11.05256154,4.313215014,1,0,1,0,1,1,1,1,200.0667692
2736,200,200,700,0.68,0.72,0.138262852,1,11.86397168,4.667190245,1,0,1,0,1,1,1,1,200.0704315
2737,200,200,700,0.68,0.74,0.120620929,1,12.24389896,4.867509774,1,0,1,0,1,1,1,1,199.9707262
2738,200,200,700,0.68,0.76,0.119669963,1,11.42011093,4.615966194,1,0,1,0,1,1,1,1,199.8824444
2739,200,200,700,0.68,0.78,0.100796702,1,11.82054103,4.825358583,1,0,1,0,1,1,1,1,199.9157668
2740,200,200,700,0.68,0.8,0.082149416,1,11.42629769,4.728338472,1,0,1,0,1,1,1,1,199.9009802
2741,200,200,700,0.68,0.82,0.079466863,1,10.62897895,4.484571742,1,0,1,0,1,1,1,1,199.9869276
2742,200,200,700,0.68,0.84,0.061732002,1,11.43758019,4.837224564,1,0,1,0,1,1,1,1,199.9311646
2743,200,200,700,0.68,0.86,0.058358964,1,11.07630108,4.750180635,1,0,1,1,1,1,1,1,200.1027875
2744,200,200,700,0.68,0.88,0.041027548,1,11.45850506,4.935837125,1,0,1,1,1,1,1,1,199.9966046
2745,200,200,700,0.68,0.9,0.040620998,1,11.84265277,5.121292576,1,0,1,1,1,1,1,1,199.9015526
2746,200,200,700,0.68,0.92,0.022033917,1,11.10932988,4.863599538,1,0,1,0,1,1,1,1,199.8823538
2747,200,200,700,0.68,0.94,0.018525346,1,11.57686922,4.90890571,1,0,1,1,1,1,1,1,200.0821878
2748,200,200,700,0.68,0.96,0.001007179,1,12.37811732,5.068323885,1,0,1,0,1,1,1,1,200.0216554
2749,200,200,700,0.68,0.98,-0.000900799,1,13.14520761,4.795884418,1,0,1,0,1,1,1,1,200.0841091
2750,200,200,700,0.68,1,-0.020413514,1,13.54609727,4.673459067,1,0,1,0,1,1,1,1,200.2409305
2751,200,200,700,0.7,0.6,0.198987726,1,12.31912927,4.747925421,1,1,1,1,0,1,1,0,199.9466463
2752,200,200,700,0.7,0.62,0.180046454,1,12.70820602,4.910676038,1,1,1,1,0,1,1,0,199.9491577
2753,200,200,700,0.7,0.64,0.166777361,1,11.9275729,4.630049063,1,1,1,1,0,1,1,0,199.7145594
2754,200,200,700,0.7,0.66,0.165360247,1,11.9275729,4.624090901,1,1,1,1,1,1,1,1,199.7585741
2755,200,200,700,0.7,0.68,0.161651564,1,11.82208418,4.598318354,1,0,1,0,1,1,1,1,199.8670497
2756,200,200,700,0.7,0.7,0.157940473,1,11.87604047,4.644168507,1,0,1,0,1,1,1,1,200.0887535
2757,200,200,700,0.7,0.72,0.138994504,1,11.06173718,4.378583633,1,0,1,0,1,1,1,1,200.0643064
2758,200,200,700,0.7,0.74,0.122558215,1,11.00326233,4.418126604,1,0,1,0,1,1,1,1,199.8335102
2759,200,200,700,0.7,0.76,0.118673993,1,11.06448103,4.475342008,1,0,1,0,1,1,1,1,200.0735373
2760,200,200,700,0.7,0.78,0.101413283,1,11.43894242,4.675209655,1,0,1,0,1,1,1,1,199.9367436
2761,200,200,700,0.7,0.8,0.099443976,1,10.62961429,4.41715449,1,0,1,0,1,1,1,1,199.9499893
2762,200,200,700,0.7,0.82,0.080424547,1,11.45718222,4.779724225,1,0,1,0,1,1,1,1,200.0184643
2763,200,200,700,0.7,0.84,0.080447066,1,11.83123454,4.979496042,1,0,1,0,1,1,1,1,199.8748138
2764,200,200,700,0.7,0.86,0.059877499,1,10.25476326,4.425395226,1,0,1,1,1,1,1,1,200.0138466
2765,200,200,700,0.7,0.88,0.057900185,1,10.66433282,4.617083478,1,0,1,1,1,1,1,1,200.0696849
2766,200,200,700,0.7,0.9,0.04102789,1,11.03882181,4.803837786,1,0,1,1,1,1,1,1,199.9231855
2767,200,200,700,0.7,0.92,0.037340822,1,10.68625347,4.695691088,1,0,1,1,1,1,1,1,200.1220569
2768,200,200,700,0.7,0.94,0.019799176,1,10.75000886,4.581830708,1,0,1,1,1,1,1,1,200.0179486
2769,200,200,700,0.7,0.96,0.017379716,1,11.58327891,4.748632541,1,0,1,0,1,1,1,1,200.1198167
2770,200,200,700,0.7,0.98,-0.000374733,1,12.3348652,4.468189292,1,0,1,0,1,1,1,1,200.099491
2771,200,200,700,0.7,1,-0.002221556,1,12.78001125,4.770047131,1,0,1,0,1,1,1,1,200.2434859
2772,200,200,700,0.72,0.6,0.199642317,1,11.94015187,4.670894453,1,1,1,1,0,1,1,0,199.9770722
2773,200,200,700,0.72,0.62,0.181012057,1,12.32410557,4.818011293,1,1,1,1,0,1,1,0,199.9405834
2774,200,200,700,0.72,0.64,0.179065553,1,11.51381373,4.529730336,1,1,1,1,0,1,1,0,199.9481554
2775,200,200,700,0.72,0.66,0.161253502,1,11.9275729,4.689419396,1,1,1,1,0,1,1,0,199.9179124
2776,200,200,700,0.72,0.68,0.161302943,1,11.9275729,4.686993489,1,1,1,1,1,1,1,1,199.9059942
2777,200,200,700,0.72,0.7,0.161222343,1,11.82705437,4.669890222,1,0,1,0,1,1,1,1,199.8514228
2778,200,200,700,0.72,0.72,0.141944318,1,11.43917386,4.552129184,1,0,1,0,1,1,1,1,199.8911523
2779,200,200,700,0.72,0.74,0.140352435,1,11.83436052,4.751606412,1,0,1,0,1,1,1,1,199.9087792
2780,200,200,700,0.72,0.76,0.11985152,1,10.25325011,4.170312894,1,0,1,0,1,1,1,1,200.023517
2781,200,200,700,0.72,0.78,0.120423418,1,11.83041408,4.842585521,1,0,1,0,1,1,1,1,199.8698712
2782,200,200,700,0.72,0.8,0.100726728,1,11.03002446,4.574797268,1,0,1,0,1,1,1,1,199.938285
2783,200,200,700,0.72,0.82,0.097737328,1,10.65875582,4.466686397,1,0,1,0,1,1,1,1,200.0626336
2784,200,200,700,0.72,0.84,0.079114541,1,10.26757804,4.362847459,1,0,1,0,1,1,1,1,200.0615167
2785,200,200,700,0.72,0.86,0.060826131,1,10.66505047,4.558811185,1,0,1,0,1,1,1,1,200.0552406
2786,200,200,700,0.72,0.88,0.060272756,1,11.04843735,4.753356731,1,0,1,0,1,1,1,1,199.96428
2787,200,200,700,0.72,0.9,0.041094889,1,10.67038125,4.638858817,1,0,1,1,1,1,1,1,200.0269087
2788,200,200,700,0.72,0.92,0.040657032,1,11.05231456,4.823012016,1,0,1,1,1,1,1,1,199.9228481
2789,200,200,700,0.72,0.94,0.022386911,1,10.65926435,4.697066369,1,0,1,1,1,1,1,1,199.8980445
2790,200,200,700,0.72,0.96,0.018260371,1,10.771265,4.579977243,1,0,1,1,1,1,1,1,200.1344595
2791,200,200,700,0.72,0.98,0.001412946,1,11.55821514,4.73483613,1,0,1,0,1,1,1,1,199.9958249
2792,200,200,700,0.72,1,-8.71E-05,1,11.93821926,4.437506644,1,0,1,0,1,1,1,1,200.0993514
2793,200,200,700,0.74,0.6,0.199985523,1,11.14534599,4.444380868,1,1,1,1,0,1,1,0,200.0192394
2794,200,200,700,0.74,0.62,0.198358759,1,11.9536601,4.734698948,1,1,1,1,0,1,1,0,200.0418992
2795,200,200,700,0.74,0.64,0.179267508,1,11.13949639,4.43682549,1,1,1,1,0,1,1,0,200.0203708
2796,200,200,700,0.74,0.66,0.160650893,1,11.52770547,4.595845371,1,1,1,1,0,1,1,0,200.0090029
2797,200,200,700,0.74,0.68,0.161083245,1,11.53223194,4.611301973,1,1,1,1,0,1,1,0,199.8741941
2798,200,200,700,0.74,0.7,0.160194899,1,11.53223194,4.604884245,1,1,1,1,1,1,1,1,199.948451
2799,200,200,700,0.74,0.72,0.16000122,1,11.84316334,4.741305511,1,0,1,0,1,1,1,1,199.915373
2800,200,200,700,0.74,0.74,0.141395052,1,11.02630079,4.460013275,1,0,1,0,1,1,1,1,199.8795343
2801,200,200,700,0.74,0.76,0.140180054,1,11.83715145,4.819061787,1,0,1,0,1,1,1,1,199.8716102
2802,200,200,700,0.74,0.78,0.119694796,1,10.25830998,4.225753503,1,0,1,0,1,1,1,1,199.9959994
2803,200,200,700,0.74,0.8,0.101738723,1,10.64581831,4.423822831,1,0,1,0,1,1,1,1,199.9483791
2804,200,200,700,0.74,0.82,0.10081627,1,11.03156403,4.62748691,1,0,1,0,1,1,1,1,199.8873769
2805,200,200,700,0.74,0.84,0.082038451,1,10.21816008,4.348114881,1,0,1,0,1,1,1,1,199.8789395
2806,200,200,700,0.74,0.86,0.078385242,1,10.28281625,4.402019876,1,0,1,0,1,1,1,1,200.0807649
2807,200,200,700,0.74,0.88,0.06171111,1,10.22812849,4.429389345,1,0,1,0,1,1,1,1,199.8980067
2808,200,200,700,0.74,0.9,0.060633624,1,11.04592899,4.784202039,1,0,1,0,1,1,1,1,199.8813395
2809,200,200,700,0.74,0.92,0.040255426,1,10.68965998,4.662394339,1,0,1,1,1,1,1,1,200.0584271
2810,200,200,700,0.74,0.94,0.038762751,1,9.869228696,4.371637818,1,0,1,1,1,1,1,1,200.0064848
2811,200,200,700,0.74,0.96,0.022132873,1,10.30634653,4.544114649,1,0,1,0,1,1,1,1,199.8536411
2812,200,200,700,0.74,0.98,0.019719689,1,10.72916099,4.404421437,1,0,1,0,1,1,1,1,199.9231323
2813,200,200,700,0.74,1,0.000936961,1,11.55814281,4.726321031,1,0,1,0,1,1,1,1,200.0111316
2814,200,200,700,0.76,0.6,0.219661202,1,11.53102892,4.646586869,1,1,1,1,0,1,1,0,199.913976
2815,200,200,700,0.76,0.62,0.199068202,1,11.15364206,4.497419436,1,1,1,1,0,1,1,0,200.050629
2816,200,200,700,0.76,0.64,0.182192893,1,11.51788183,4.63607593,1,1,1,1,0,1,1,0,199.8636249
2817,200,200,700,0.76,0.66,0.180531008,1,11.90777317,4.797010439,1,1,1,1,0,1,1,0,199.8730995
2818,200,200,700,0.76,0.68,0.161037489,1,11.10000326,4.500042294,1,1,1,1,0,1,1,0,199.9038276
2819,200,200,700,0.76,0.7,0.159427264,1,10.34556994,4.200145467,1,1,1,1,0,1,1,0,199.9370546
2820,200,200,700,0.76,0.72,0.160183101,1,11.53223194,4.673941183,1,1,1,1,1,1,1,1,199.8661507
2821,200,200,700,0.76,0.74,0.158874231,1,10.64282102,4.3285238,1,0,1,0,1,1,1,1,199.8910414
2822,200,200,700,0.76,0.76,0.140945061,1,11.03421786,4.523786266,1,0,1,0,1,1,1,1,199.8848156
2823,200,200,700,0.76,0.78,0.12115844,1,10.6569951,4.399658046,1,0,1,0,1,1,1,1,199.9817415
2824,200,200,700,0.76,0.8,0.118952084,1,9.84782795,4.111139483,1,0,1,0,1,1,1,1,200.0025923
2825,200,200,700,0.76,0.82,0.101514484,1,10.22700342,4.313300825,1,0,1,0,1,1,1,1,199.9042523
2826,200,200,700,0.76,0.84,0.097581691,1,10.29403997,4.363734868,1,0,1,0,1,1,1,1,200.1263665
2827,200,200,700,0.76,0.86,0.079296229,1,9.472880059,4.075846609,1,0,1,0,1,1,1,1,200.071634
2828,200,200,700,0.76,0.88,0.07925627,1,9.84437761,4.266498653,1,0,1,0,1,1,1,1,199.9189572
2829,200,200,700,0.76,0.9,0.059780934,1,9.469939942,4.14927946,1,0,1,1,1,1,1,1,200.0068671
2830,200,200,700,0.76,0.92,0.060096938,1,11.05803696,4.816837489,1,0,1,0,1,1,1,1,199.8819013
2831,200,200,700,0.76,0.94,0.040109856,1,10.69651118,4.684168823,1,0,1,1,1,1,1,1,200.02292
2832,200,200,700,0.76,0.96,0.038991229,1,9.866805055,4.377110917,1,0,1,1,1,1,1,1,199.9235286
2833,200,200,700,0.76,0.98,0.019464313,1,9.950389874,4.242820526,1,0,1,1,1,1,1,1,200.1004348
2834,200,200,700,0.76,1,0.019130476,1,10.72599003,4.395494775,1,0,1,0,1,1,1,1,199.9145459
2835,200,200,700,0.78,0.6,0.221231977,1,11.92409206,4.849451987,1,1,1,1,0,1,1,0,199.8824405
2836,200,200,700,0.78,0.62,0.217906976,1,11.5367067,4.697204616,1,1,1,1,0,1,1,0,199.934449
2837,200,200,700,0.78,0.64,0.199112931,1,11.15162017,4.54984104,1,1,1,1,0,1,1,0,200.0014081
2838,200,200,700,0.78,0.66,0.180109985,1,11.54336706,4.695417807,1,1,1,1,0,1,1,0,200.0232675
2839,200,200,700,0.78,0.68,0.179780109,1,10.70732923,4.388880657,1,1,1,1,0,1,1,0,199.8489761
2840,200,200,700,0.78,0.7,0.160642341,1,11.104834,4.56116086,1,1,1,1,0,1,1,0,199.9045749
2841,200,200,700,0.78,0.72,0.157628704,1,10.34556994,4.284778903,1,1,1,1,0,1,1,0,199.4406336
2842,200,200,700,0.78,0.74,0.15564424,1,10.34556994,4.278816581,1,1,1,1,1,1,1,1,199.4855101
2843,200,200,700,0.78,0.76,0.142137372,1,10.64596382,4.389694537,1,0,1,0,1,1,1,1,199.8677082
2844,200,200,700,0.78,0.78,0.138801069,1,9.852636832,4.093005686,1,0,1,0,1,1,1,1,199.9957926
2845,200,200,700,0.78,0.8,0.119247261,1,9.472888819,3.96816827,1,0,1,0,1,1,1,1,200.0746078
2846,200,200,700,0.78,0.82,0.119661633,1,9.835228501,4.160705924,1,0,1,0,1,1,1,1,199.8735573
2847,200,200,700,0.78,0.84,0.100530006,1,10.24302218,4.364845638,1,0,1,0,1,1,1,1,199.9492984
2848,200,200,700,0.78,0.86,0.081479368,1,9.870367853,4.23655884,1,0,1,0,1,1,1,1,200.0532045
2849,200,200,700,0.78,0.88,0.079269905,1,9.475995673,4.112280964,1,0,1,0,1,1,1,1,200.0280804
2850,200,200,700,0.78,0.9,0.062163757,1,9.856708553,4.301403319,1,0,1,0,1,1,1,1,199.928713
2851,200,200,700,0.78,0.92,0.05931187,1,9.057100432,4.000089856,1,0,1,1,1,1,1,1,199.9994645
2852,200,200,700,0.78,0.94,0.04172552,1,9.874706194,4.355131002,1,0,1,1,1,1,1,1,199.9679616
2853,200,200,700,0.78,0.96,0.038002281,1,9.520343307,4.221791229,1,0,1,1,1,1,1,1,200.1434094
2854,200,200,700,0.78,0.98,0.022588896,1,9.881470932,4.384797499,1,0,1,1,1,1,1,1,199.9316387
2855,200,200,700,0.78,1,0.018191448,1,9.960998545,4.234897446,1,0,1,1,1,1,1,1,200.119144
2856,200,200,700,0.8,0.6,0.238355878,1,11.55518149,4.777153115,1,1,1,1,0,1,1,0,200.00619
2857,200,200,700,0.8,0.62,0.219690948,1,11.15655887,4.622797505,1,1,1,1,0,1,1,0,199.9665106
2858,200,200,700,0.8,0.64,0.199613896,1,10.35349057,4.304935451,1,1,1,1,0,1,1,0,200.0417806
2859,200,200,700,0.8,0.66,0.198398929,1,10.73614824,4.435698842,1,1,1,1,0,1,1,0,199.9995946
2860,200,200,700,0.8,0.68,0.180181438,1,11.11897834,4.590797892,1,1,1,1,0,1,1,0,199.9556986
