,f,L,C,pl_s1,pr_s1,pl_s2,pr_s2,pl_l,pr_l,pl_c,pr_c,pfe,pin,pout,eff,ilmax,ilmin,vmax,vmin
1151,160000,4.94E-05,6.28E-05,145.791267,142.40389,142.40389,-98.8519,-98.8519,-98.10166144,-98.10166144,-98.08496144,0.00314833,145.791267,98.08496144,0.672776658,8.55511,7.66047,12.1633,11.5691
1152,160000,5.86E-05,6.28E-05,135.665871,133.05457,133.05457,-99.4807,-99.4807,-98.57839077,-98.57839077,-98.56849077,0.00400187,135.665871,98.56849077,0.726553333,8.52836,7.74037,12.1348,11.619
1153,160000,6.78E-05,6.28E-05,135.740263,133.16021,133.16021,-99.9881,-99.9881,-98.95522186,-98.95522186,-98.94932186,0.00484355,135.740263,98.94932186,0.728960735,8.5063,7.80489,12.1137,11.6593
1154,160000,7.70E-05,6.28E-05,135.56472,133.0394,133.0394,-100.571,-100.571,-99.35813127,-99.35813127,-99.32893127,0.00580475,135.56472,99.32893127,0.732704875,8.49202,7.85423,12.0952,11.687
1155,160000,8.62E-05,6.28E-05,125.76884,123.9858,123.9858,-101.061,-101.061,-99.68905987,-99.68905987,-99.65845987,0.00754754,125.76884,99.65845987,0.792393886,8.49618,7.87983,12.0826,11.7097
1156,160000,9.54E-05,6.28E-05,125.78049,124.0293,124.0293,-101.514,-101.514,-99.98435732,-99.98435732,-99.98985732,0.0080126,125.78049,99.98985732,0.794955222,8.47672,7.92928,12.0717,11.7368
1157,160000,0.0001046,6.28E-05,125.91188,124.1616,124.1616,-101.658,-101.658,-100.09206,-100.09206,-100.08496,0.00957636,125.91188,100.08496,0.794880991,8.47861,7.95596,12.0647,11.7554
1158,160000,0.0001138,6.28E-05,126.06348,124.3286,124.3286,-102.023,-102.023,-100.3071067,-100.3071067,-100.3121067,0.0106866,126.06348,100.3121067,0.795726936,8.47071,7.98301,12.0559,11.7701
1159,160000,0.0001231,6.28E-05,126.32991,124.6217,124.6217,-102.659,-102.659,-100.6695565,-100.6695565,-100.6776565,0.0120378,126.32991,100.6776565,0.796942359,8.46507,8.00408,12.0466,11.7811
1160,160000,0.0001323,6.28E-05,125.88368,124.2286,124.2286,-102.949,-102.949,-100.8272043,-100.8272043,-100.8273043,0.0135123,125.88368,100.8273043,0.800956123,8.46192,8.02283,12.0393,11.7911
1161,160000,0.0001415,6.28E-05,115.99599,115.0673,115.0673,-103.127,-103.127,-100.9128424,-100.9128424,-100.9332424,0.0152378,115.99599,100.9332424,0.870144239,8.45607,8.03392,12.0346,11.7999
1162,160000,0.0001507,6.28E-05,115.41013,114.5401,114.5401,-103.354,-103.354,-101.0788961,-101.0788961,-101.1056961,0.0160811,115.41013,101.1056961,0.876055647,8.44979,8.05465,12.0357,11.8153
1163,160000,0.0001599,6.28E-05,115.95159,115.0873,115.0873,-103.975,-103.975,-101.4515068,-101.4515068,-101.4577068,0.0165755,115.95159,101.4577068,0.875000566,8.44186,8.07433,12.0334,11.8273
1164,160000,0.0001691,6.28E-05,116.27695,115.4065,115.4065,-104.215,-104.215,-101.5963954,-101.5963954,-101.6024954,0.017501,116.27695,101.6024954,0.87379739,8.43614,8.0885,12.0322,11.8373
1165,160000,0.0001783,6.28E-05,116.61298,115.7426,115.7426,-104.552,-104.552,-101.7813499,-101.7813499,-101.7933499,0.0189337,116.61298,101.7933499,0.872916119,8.43237,8.0981,12.0309,11.8446
1166,160000,0.0001875,6.28E-05,117.07189,116.2013,116.2013,-105.008,-105.008,-102.0352427,-102.0352427,-102.0354427,0.0193145,117.07189,102.0354427,0.871562274,8.42616,8.11277,12.0286,11.8528
1167,160000,3.40E-06,6.26E-05,159.577462,154.17454,154.17454,-84.7084,-84.7084,-84.6661789,-84.6661789,-84.7482789,5.69E-05,159.577462,84.7482789,0.53107925,9.10511,4.97149,13.3219,9.05321
1168,160000,1.26E-05,6.26E-05,176.283401,170.40667,170.40667,-94.8487,-94.8487,-94.66241373,-94.66241373,-94.65161373,0.000249552,176.283401,94.65161373,0.53692868,8.68814,6.99908,12.5406,10.9802
1169,160000,2.18E-05,6.26E-05,167.712828,162.56276,162.56276,-96.3476,-96.3476,-96.02476847,-96.02476847,-96.01966847,0.000717055,167.712828,96.01966847,0.572524294,8.60989,7.25,12.358,11.2509
1170,160000,3.10E-05,6.26E-05,157.954117,153.57939,153.57939,-97.3329,-97.3329,-96.8664186,-96.8664186,-96.8380186,0.00136423,157.954117,96.8380186,0.613076889,8.57017,7.42419,12.2622,11.3998
1171,160000,4.02E-05,6.26E-05,146.590416,143.09372,143.09372,-98.1362,-98.1362,-97.52263903,-97.52263903,-97.50903903,0.00223989,146.590416,97.50903903,0.665180178,8.56884,7.55428,12.2023,11.4975
1172,160000,4.94E-05,6.26E-05,145.759841,142.37147,142.37147,-98.8067,-98.8067,-98.06251873,-98.06251873,-98.06041873,0.00315208,145.759841,98.06041873,0.672753332,8.54816,7.65298,12.1647,11.5673
1173,160000,5.86E-05,6.26E-05,135.6243,133.014,133.014,-99.453,-99.453,-98.55874023,-98.55874023,-98.55424023,0.00398276,135.6243,98.55424023,0.72667096,8.52493,7.73881,12.1355,11.6191
1174,160000,6.78E-05,6.26E-05,135.768673,133.18491,133.18491,-99.9651,-99.9651,-98.93428749,-98.93428749,-98.93548749,0.00486896,135.768673,98.93548749,0.728706301,8.50434,7.8011,12.1138,11.6585
1175,160000,7.70E-05,6.26E-05,135.33805,132.8205,132.8205,-100.452,-100.452,-99.26751605,-99.26751605,-99.26431605,0.00585885,135.33805,99.26431605,0.733454605,8.49198,7.85125,12.095,11.6872
1176,160000,8.62E-05,6.26E-05,125.70085,123.9155,123.9155,-100.961,-100.961,-99.617391,-99.617391,-99.603091,0.00687741,125.70085,99.603091,0.792382001,8.48073,7.8922,12.0819,11.7126
1177,160000,9.54E-05,6.26E-05,125.76584,124.0108,124.0108,-101.446,-101.446,-99.95075074,-99.95075074,-99.93825074,0.00798058,125.76584,99.93825074,0.794637485,8.47758,7.93124,12.0727,11.737
1178,160000,0.0001046,6.26E-05,125.94102,124.2004,124.2004,-101.821,-101.821,-100.1891048,-100.1891048,-100.1742048,0.00910014,125.94102,100.1742048,0.795405697,8.47142,7.96184,12.0631,11.755
1179,160000,0.0001138,6.26E-05,126.05426,124.3282,124.3282,-102.136,-102.136,-100.3699197,-100.3699197,-100.3809197,0.0104064,126.05426,100.3809197,0.796331038,8.46619,7.98489,12.0555,11.7697
1180,160000,0.0001231,6.26E-05,126.32466,124.6112,124.6112,-102.581,-102.581,-100.6366035,-100.6366035,-100.6238035,0.0119786,126.32466,100.6238035,0.796549173,8.46507,8.00521,12.0472,11.7817
1181,160000,0.0001323,6.26E-05,125.83213,124.1781,124.1781,-102.912,-102.912,-100.8081413,-100.8081413,-100.8102413,0.0132504,125.83213,100.8102413,0.801148651,8.45922,8.02438,12.0399,11.7918
1182,160000,0.0001415,6.26E-05,116.04184,115.1128,115.1128,-103.168,-103.168,-100.9500964,-100.9500964,-100.9324964,0.0145637,116.04184,100.9324964,0.869794002,8.45455,8.04179,12.034,11.8002
1183,160000,0.0001507,6.26E-05,115.47813,114.6151,114.6151,-103.519,-103.519,-101.1743585,-101.1743585,-101.1839585,0.0155019,115.47813,101.1839585,0.876217501,8.44586,8.05787,12.0346,11.8152
1184,160000,0.0001599,6.26E-05,116.31862,115.4474,115.4474,-104.246,-104.246,-101.6042106,-101.6042106,-101.5913106,0.0172927,116.31862,101.5913106,0.873388204,8.44396,8.06861,12.0331,11.8256
1185,160000,0.0001691,6.26E-05,116.5051,115.635,115.635,-104.448,-104.448,-101.7355498,-101.7355498,-101.7048498,0.0182676,116.5051,101.7048498,0.872964787,8.44185,8.08673,12.033,11.8352
1186,160000,0.0001783,6.26E-05,116.75231,115.8827,115.8827,-104.702,-104.702,-101.863307,-101.863307,-101.863407,0.0184084,116.75231,101.863407,0.872474446,8.43064,8.101,12.0299,11.8444
1187,160000,0.0001875,6.26E-05,117.06704,116.1968,116.1968,-105.008,-105.008,-102.04914,-102.04914,-102.02484,0.0195964,117.06704,102.02484,0.871507813,8.42902,8.11337,12.0299,11.8519
1188,160000,3.40E-06,6.25E-05,160.621031,155.17977,155.17977,-85.2207,-85.2207,-85.17724097,-85.17724097,-84.79374097,6.06E-05,160.621031,84.79374097,0.527911821,9.20762,4.94265,13.3133,9.04862
1189,160000,1.26E-05,6.25E-05,176.276717,170.39839,170.39839,-94.8199,-94.8199,-94.6408301,-94.6408301,-94.6026301,0.000245118,176.276717,94.6026301,0.536671159,8.68276,7.00868,12.5417,10.9824
1190,160000,2.18E-05,6.25E-05,167.495196,162.36232,162.36232,-96.3682,-96.3682,-96.04552796,-96.04552796,-96.02082796,0.000719864,167.495196,96.02082796,0.573275116,8.61059,7.24806,12.3596,11.2509
1191,160000,3.10E-05,6.25E-05,158.86712,154.4224,154.4224,-97.276,-97.276,-96.81002841,-96.81002841,-96.82032841,0.00134121,158.86712,96.82032841,0.609442208,8.55855,7.42222,12.2611,11.3988
1192,160000,4.02E-05,6.25E-05,146.478729,142.98743,142.98743,-98.0993,-98.0993,-97.48809315,-97.48809315,-97.49779315,0.00218963,146.478729,97.49779315,0.665610589,8.55647,7.55328,12.203,11.4974
1193,160000,4.94E-05,6.25E-05,145.789199,142.39933,142.39933,-98.8153,-98.8153,-98.06738701,-98.06738701,-98.06468701,0.00311709,145.789199,98.06468701,0.672647135,8.54767,7.65745,12.1639,11.5677
1194,160000,5.86E-05,6.25E-05,135.584566,132.97722,132.97722,-99.4542,-99.4542,-98.5582238,-98.5582238,-98.5521238,0.0040029,135.584566,98.5521238,0.726868306,8.52957,7.74148,12.1354,11.6183
1195,160000,6.78E-05,6.25E-05,135.97082,133.3804,133.3804,-100.075,-100.075,-99.01190012,-99.01190012,-98.99210012,0.00487512,135.97082,98.99210012,0.728039296,8.50855,7.80487,12.1134,11.6573
1196,160000,7.70E-05,6.25E-05,135.34098,132.8256,132.8256,-100.485,-100.485,-99.28819241,-99.28819241,-99.27979241,0.00579052,135.34098,99.27979241,0.733553078,8.48968,7.85267,12.0944,11.6863
1197,160000,8.62E-05,6.25E-05,125.60659,123.8183,123.8183,-100.826,-100.826,-99.5207546,-99.5207546,-99.5265546,0.00698371,125.60659,99.5265546,0.7923673,8.48113,7.8881,12.0817,11.712
1198,160000,9.54E-05,6.25E-05,125.81035,124.0565,124.0565,-101.507,-101.507,-99.98857657,-99.98857657,-99.97127657,0.00791992,125.81035,99.97127657,0.794618857,8.47474,7.93046,12.0725,11.7361
1199,160000,0.0001046,6.25E-05,125.93858,124.1946,124.1946,-101.772,-101.772,-100.148254,-100.148254,-100.161654,0.00931135,125.93858,100.161654,0.79532145,8.4738,7.95838,12.0643,11.7544
1200,160000,0.0001138,6.25E-05,126.12641,124.4007,124.4007,-102.213,-102.213,-100.4124676,-100.4124676,-100.4230676,0.0105828,126.12641,100.4230676,0.796209672,8.46784,7.9825,12.0554,11.7689
1201,160000,0.0001231,6.25E-05,126.22968,124.5186,124.5186,-102.519,-102.519,-100.5987387,-100.5987387,-100.5865387,0.0118496,126.22968,100.5865387,0.796853313,8.46455,8.00715,12.0479,11.7816
1202,160000,0.0001323,6.25E-05,125.88991,124.2307,124.2307,-102.898,-102.898,-100.8010274,-100.8010274,-100.7930274,0.0133644,125.88991,100.7930274,0.800644209,8.45915,8.02245,12.0399,11.7909
1203,160000,0.0001415,6.25E-05,116.00912,115.0784,115.0784,-103.112,-103.112,-100.9178353,-100.9178353,-100.9064353,0.0151507,116.00912,100.9064353,0.869814677,8.45807,8.03712,12.0344,11.8008
1204,160000,0.0001507,6.25E-05,115.75233,114.8851,114.8851,-103.735,-103.735,-101.2968558,-101.2968558,-101.2993558,0.016381,115.75233,101.2993558,0.875138806,8.45169,8.05291,12.0347,11.8139
1205,160000,0.0001599,6.25E-05,115.91012,115.0424,115.0424,-103.886,-103.886,-101.3869158,-101.3869158,-101.4100158,0.0163793,115.91012,101.4100158,0.874902172,8.43829,8.07293,12.0335,11.8257
1206,160000,0.0001691,6.25E-05,116.43046,115.5612,115.5612,-104.385,-104.385,-101.681753,-101.681753,-101.686253,0.017511,116.43046,101.686253,0.873364693,8.4345,8.08676,12.0314,11.8359
1207,160000,0.0001783,6.25E-05,116.61487,115.7419,115.7419,-104.518,-104.518,-101.7702252,-101.7702252,-101.7603252,0.0183894,116.61487,101.7603252,0.872618777,8.43125,8.10179,12.0306,11.8449
1208,160000,0.0001875,6.25E-05,117.09779,116.2223,116.2223,-104.966,-104.966,-102.0093654,-102.0093654,-102.0185654,0.0191864,117.09779,102.0185654,0.87122537,8.42417,8.11182,12.0293,11.8526
1209,180000,3.00E-06,5.68E-05,153.43074,148.3178,148.3178,-82.58,-82.58,-82.54589907,-82.54589907,-82.52189907,6.08E-05,153.43074,82.52189907,0.537844627,9.24447,4.64356,13.4614,8.59743
1210,180000,1.12E-05,5.68E-05,172.635908,166.97036,166.97036,-94.1276,-94.1276,-93.9719029,-93.9719029,-93.9568029,0.000205239,172.635908,93.9568029,0.54424832,8.65584,6.98882,12.5928,10.8517
1211,180000,1.94E-05,5.68E-05,174.720548,169.04716,169.04716,-96.1036,-96.1036,-95.81462296,-95.81462296,-95.78962296,0.000498407,174.720548,95.78962296,0.548244749,8.56581,7.32487,12.4029,11.2043
1212,180000,2.76E-05,5.68E-05,163.298478,158.49526,158.49526,-96.7396,-96.7396,-96.3466911,-96.3466911,-96.3364911,0.00102942,163.298478,96.3364911,0.589941145,8.53953,7.44717,12.2963,11.3285
1213,180000,3.57E-05,5.68E-05,151.617593,147.70831,147.70831,-97.4461,-97.4461,-96.92001038,-96.92001038,-96.93071038,0.00171068,151.617593,96.93071038,0.639310442,8.52689,7.54841,12.2293,11.4253
1214,180000,4.39E-05,5.68E-05,150.366518,146.59706,146.59706,-98.1326,-98.1326,-97.47927027,-97.47927027,-97.47307027,0.00232683,150.366518,97.47307027,0.648236533,8.50319,7.6539,12.1853,11.5027
1215,180000,5.21E-05,5.68E-05,139.203343,136.28281,136.28281,-98.7331,-98.7331,-97.95202742,-97.95202742,-97.95052742,0.00309699,139.203343,97.95052742,0.703650683,8.49266,7.72703,12.1544,11.5587
1216,180000,6.03E-05,5.68E-05,139.309449,136.42183,136.42183,-99.2953,-99.2953,-98.38039286,-98.38039286,-98.35389286,0.0036945,139.309449,98.35389286,0.706010207,8.46895,7.79213,12.1289,11.6022
1217,180000,6.85E-05,5.68E-05,138.680419,135.86973,135.86973,-99.7323,-99.7323,-98.67089917,-98.67089917,-98.67509917,0.00452932,138.680419,98.67509917,0.711528707,8.45517,7.83262,12.107,11.6324
1218,180000,7.66E-05,5.68E-05,127.75038,125.7656,125.7656,-100.247,-100.247,-99.032033,-99.032033,-99.045633,0.00552009,127.75038,99.045633,0.775305976,8.45359,7.86978,12.0918,11.6615
1219,180000,8.48E-05,5.68E-05,127.72656,125.7632,125.7632,-100.52,-100.52,-99.23057407,-99.23057407,-99.25997407,0.0067467,127.72656,99.25997407,0.777128689,8.45779,7.90168,12.0816,11.6863
1220,180000,9.30E-05,5.68E-05,128.24186,126.2862,126.2862,-101.142,-101.142,-99.66455642,-99.66455642,-99.63705642,0.00747054,128.24186,99.63705642,0.776946439,8.45157,7.9404,12.0709,11.7085
1221,180000,0.0001012,5.68E-05,128.20405,126.2675,126.2675,-101.369,-101.369,-99.78664793,-99.78664793,-99.80264793,0.00832466,128.20405,99.80264793,0.778467201,8.44368,7.96705,12.0601,11.7258
1222,180000,0.0001094,5.68E-05,128.16592,126.2524,126.2524,-101.65,-101.65,-99.9587416,-99.9587416,-99.9614416,0.00961207,128.16592,99.9614416,0.779937768,8.44404,7.9874,12.0513,11.739
1223,180000,0.0001176,5.68E-05,127.69251,125.8387,125.8387,-102.004,-102.004,-100.1630689,-100.1630689,-100.1536689,0.0107734,127.69251,100.1536689,0.784334719,8.44009,8.0055,12.0427,11.75
1224,180000,0.0001258,5.68E-05,116.5548,115.516,115.516,-102.16,-102.16,-100.2501687,-100.2501687,-100.2570687,0.011922,116.5548,100.2570687,0.860171084,8.43463,8.02073,12.0367,11.7619
1225,180000,0.0001339,5.68E-05,116.19688,115.2236,115.2236,-102.71,-102.71,-100.623662,-100.623662,-100.613862,0.0124014,116.19688,100.613862,0.865891253,8.42981,8.04476,12.0367,11.779
1226,180000,0.0001421,5.68E-05,116.67828,115.7036,115.7036,-103.172,-103.172,-100.8949518,-100.8949518,-100.9049518,0.0136596,116.67828,100.9049518,0.864813501,8.42525,8.05514,12.0342,11.7905
1227,180000,0.0001503,5.68E-05,117.0347,116.061,116.061,-103.542,-103.542,-101.1263123,-101.1263123,-101.1300123,0.0140783,117.0347,101.1300123,0.864102803,8.4189,8.07303,12.0324,11.8022
1228,180000,0.0001585,5.68E-05,117.11007,116.1349,116.1349,-103.597,-103.597,-101.1754679,-101.1754679,-101.1710679,0.0155899,117.11007,101.1710679,0.863897254,8.41931,8.08291,12.0317,11.8124
1229,180000,0.0001667,5.68E-05,117.88517,116.9079,116.9079,-104.343,-104.343,-101.5964653,-101.5964653,-101.5911653,0.016284,117.88517,101.5911653,0.861780708,8.41194,8.09286,12.0294,11.8208
1230,180000,3.00E-06,5.67E-05,154.011548,148.88416,148.88416,-82.9606,-82.9606,-82.92061577,-82.92061577,-82.73731577,5.89E-05,154.011548,82.73731577,0.537215013,9.20203,4.67382,13.4856,8.58879
1231,180000,1.12E-05,5.67E-05,172.675408,167.00636,167.00636,-94.1186,-94.1186,-93.96145368,-93.96145368,-93.94765368,0.000197478,172.675408,93.94765368,0.544070837,8.63611,7.00072,12.5977,10.85
1232,180000,1.94E-05,5.67E-05,174.374454,168.71718,168.71718,-95.9808,-95.9808,-95.6996454,-95.6996454,-95.7255454,0.000487673,174.374454,95.7255454,0.54896542,8.5529,7.32531,12.4019,11.2028
1233,180000,2.76E-05,5.67E-05,162.995687,158.21629,158.21629,-96.7669,-96.7669,-96.3666738,-96.3666738,-96.3712738,0.00103604,162.995687,96.3712738,0.591250453,8.53655,7.44071,12.2958,11.3282
1234,180000,3.57E-05,5.67E-05,151.653061,147.75187,147.75187,-97.5937,-97.5937,-97.04438347,-97.04438347,-97.01638347,0.0017009,151.653061,97.01638347,0.639725851,8.52773,7.55203,12.2302,11.4247
1235,180000,4.39E-05,5.67E-05,150.397892,146.62464,146.62464,-98.1114,-98.1114,-97.46340863,-97.46340863,-97.45510863,0.00242729,150.397892,97.45510863,0.647981879,8.51516,7.64785,12.1851,11.5009
1236,180000,5.21E-05,5.67E-05,139.222967,136.30389,136.30389,-98.7729,-98.7729,-97.97999804,-97.97999804,-97.97139804,0.00306208,139.222967,97.97139804,0.703701409,8.48953,7.7282,12.1531,11.5581
1237,180000,6.03E-05,5.67E-05,139.415967,136.52489,136.52489,-99.3539,-99.3539,-98.41425428,-98.41425428,-98.40355428,0.00376945,139.415967,98.40355428,0.705827004,8.47228,7.78867,12.1279,11.6006
1238,180000,6.85E-05,5.67E-05,138.789986,135.97362,135.97362,-99.7632,-99.7632,-98.69752023,-98.69752023,-98.68162023,0.00456386,138.789986,98.68162023,0.711013979,8.45822,7.83331,12.1066,11.6321
1239,180000,7.66E-05,5.67E-05,127.62885,125.6545,125.6545,-100.27,-100.27,-99.0342718,-99.0342718,-99.0793718,0.00562326,127.62885,99.0793718,0.776308584,8.45693,7.86772,12.0919,11.6595
1240,180000,8.48E-05,5.67E-05,127.73705,125.7795,125.7795,-100.611,-100.611,-99.29662694,-99.29662694,-99.30022694,0.00637725,127.73705,99.30022694,0.777379992,8.45129,7.91052,12.0805,11.6874
1241,180000,9.30E-05,5.67E-05,128.04826,126.0982,126.0982,-101.026,-101.026,-99.58086161,-99.58086161,-99.56936161,0.0072368,128.04826,99.56936161,0.777592461,8.44786,7.9447,12.0701,11.7087
1242,180000,0.0001012,5.67E-05,128.17328,126.2326,126.2326,-101.281,-101.281,-99.73502514,-99.73502514,-99.74612514,0.00839965,128.17328,99.74612514,0.778213097,8.44416,7.9654,12.0605,11.7256
1243,180000,0.0001094,5.67E-05,128.15196,126.2432,126.2432,-101.702,-101.702,-99.99038504,-99.99038504,-99.99438504,0.00952347,128.15196,99.99438504,0.780279795,8.44238,7.98783,12.0518,11.7391
1244,180000,0.0001176,5.67E-05,127.56866,125.7222,125.7222,-101.982,-101.982,-100.1427753,-100.1427753,-100.1481753,0.0108081,127.56866,100.1481753,0.785053126,8.43983,8.00454,12.0427,11.75
1245,180000,0.0001258,5.67E-05,116.64545,115.6035,115.6035,-102.207,-102.207,-100.2662478,-100.2662478,-100.2816478,0.0119417,116.64545,100.2816478,0.859713326,8.43287,8.01864,12.0359,11.7603
1246,180000,0.0001339,5.67E-05,116.2273,115.255,115.255,-102.754,-102.754,-100.639683,-100.639683,-100.635483,0.0123622,116.2273,100.635483,0.865850648,8.42806,8.04362,12.0358,11.7782
1247,180000,0.0001421,5.67E-05,116.64606,115.6732,115.6732,-103.165,-103.165,-100.9125214,-100.9125214,-100.8843214,0.0133434,116.64606,100.8843214,0.864875517,8.42594,8.06012,12.0353,11.7907
1248,180000,0.0001503,5.67E-05,116.93698,115.9616,115.9616,-103.421,-103.421,-101.0521353,-101.0521353,-101.0680353,0.0145031,116.93698,101.0680353,0.864294899,8.4214,8.07039,12.0332,11.8016
1249,180000,0.0001585,5.67E-05,117.36344,116.3868,116.3868,-103.83,-103.83,-101.2976313,-101.2976313,-101.2998313,0.0148392,117.36344,101.2998313,0.863129364,8.41379,8.08554,12.0305,11.8121
1250,180000,0.0001667,5.67E-05,117.67896,116.7012,116.7012,-104.13,-104.13,-101.4846712,-101.4846712,-101.4788712,0.0155107,117.67896,101.4788712,0.862336574,8.41097,8.0995,12.0299,11.822
1251,180000,3.00E-06,5.66E-05,153.376855,148.27585,148.27585,-82.6915,-82.6915,-82.65203405,-82.65203405,-82.68003405,6.19E-05,153.376855,82.68003405,0.539064607,9.25057,4.60819,13.4847,8.57744
1252,180000,1.12E-05,5.66E-05,172.430073,166.77891,166.77891,-94.1211,-94.1211,-93.96386899,-93.96386899,-93.95366899,0.000202627,172.430073,93.95366899,0.544879831,8.63996,6.98352,12.5957,10.8484
1253,180000,1.94E-05,5.66E-05,174.538354,168.87618,168.87618,-96.0768,-96.0768,-95.78736969,-95.78736969,-95.78116969,0.00049754,174.538354,95.78116969,0.548768609,8.56373,7.32386,12.4001,11.2023
1254,180000,2.76E-05,5.66E-05,163.119131,158.34077,158.34077,-96.9047,-96.9047,-96.48804759,-96.48804759,-96.44994759,0.00104119,163.119131,96.44994759,0.59128532,8.5418,7.44325,12.2976,11.3266
1255,180000,3.57E-05,5.66E-05,151.637704,147.72868,147.72868,-97.4698,-97.4698,-96.9420577,-96.9420577,-96.9380577,0.00169693,151.637704,96.9380577,0.639274106,8.52386,7.54929,12.2319,11.4252
1256,180000,4.39E-05,5.66E-05,150.326633,146.56211,146.56211,-98.1611,-98.1611,-97.49759955,-97.49759955,-97.49569955,0.00230175,150.326633,97.49569955,0.648559058,8.50049,7.65577,12.1856,11.5018
1257,180000,5.21E-05,5.66E-05,139.160607,136.24769,136.24769,-98.7959,-98.7959,-97.9889698,-97.9889698,-98.0022698,0.00306163,139.160607,98.0022698,0.704238591,8.48775,7.72647,12.1545,11.5573
1258,180000,6.03E-05,5.66E-05,139.468004,136.57468,136.57468,-99.3748,-99.3748,-98.43047077,-98.43047077,-98.41327077,0.0039113,139.468004,98.41327077,0.705633321,8.47389,7.77762,12.13,11.5991
1259,180000,6.85E-05,5.66E-05,138.799137,135.98079,135.98079,-99.7449,-99.7449,-98.68199834,-98.68199834,-98.67169834,0.00446616,138.799137,98.67169834,0.710895618,8.45419,7.83596,12.1064,11.6319
1260,180000,7.66E-05,5.66E-05,127.83806,125.8432,125.8432,-100.195,-100.195,-98.98282131,-98.98282131,-99.02692131,0.005669,127.83806,99.02692131,0.774627848,8.4545,7.86292,12.0925,11.6585
1261,180000,8.48E-05,5.66E-05,127.87305,125.9085,125.9085,-100.65,-100.65,-99.3226797,-99.3226797,-99.3216797,0.00637074,127.87305,99.3216797,0.776720972,8.45219,7.9117,12.0805,11.6873
1262,180000,9.30E-05,5.66E-05,127.91515,125.9695,125.9695,-100.954,-100.954,-99.5292208,-99.5292208,-99.5311208,0.00742244,127.91515,99.5311208,0.778102678,8.44948,7.93995,12.0702,11.7081
1263,180000,0.0001012,5.66E-05,128.18378,126.2466,126.2466,-101.34,-101.34,-99.77724723,-99.77724723,-99.76974723,0.00833649,128.18378,99.76974723,0.778333633,8.44632,7.96935,12.0607,11.7254
1264,180000,0.0001094,5.66E-05,128.2411,126.328,126.328,-101.731,-101.731,-100.0006926,-100.0006926,-100.0155926,0.00970572,128.2411,100.0155926,0.779902797,8.44266,7.98381,12.0521,11.7384
1265,180000,0.0001176,5.66E-05,127.55356,125.7022,125.7022,-101.899,-101.899,-100.0925534,-100.0925534,-100.0934534,0.0106631,127.55356,100.0934534,0.784717051,8.43788,8.0055,12.0423,11.7497
1266,180000,0.0001258,5.66E-05,116.70163,115.6671,115.6671,-102.366,-102.366,-100.3709131,-100.3709131,-100.3635131,0.0121689,116.70163,100.3635131,0.860000954,8.4368,8.01866,12.0361,11.7601
1267,180000,0.0001339,5.66E-05,116.30727,115.3349,115.3349,-102.833,-102.833,-100.6797773,-100.6797773,-100.6895773,0.0126036,116.30727,100.6895773,0.865720409,8.42786,8.03971,12.036,11.7777
1268,180000,0.0001421,5.66E-05,116.5916,115.62,115.62,-103.128,-103.128,-100.8960031,-100.8960031,-100.8643031,0.0133378,116.5916,100.8643031,0.865107804,8.42725,8.06151,12.0359,11.7906
1269,180000,0.0001503,5.66E-05,116.87477,115.8989,115.8989,-103.352,-103.352,-101.0292728,-101.0292728,-101.0168728,0.0143696,116.87477,101.0168728,0.86431719,8.42307,8.07367,12.0336,11.8021
1270,180000,0.0001585,5.66E-05,117.4868,116.511,116.511,-103.965,-103.965,-101.3879315,-101.3879315,-101.3656315,0.0154266,117.4868,101.3656315,0.862783151,8.4185,8.08385,12.0319,11.8118
1271,180000,0.0001667,5.66E-05,117.46273,116.4891,116.4891,-103.971,-103.971,-101.3915697,-101.3915697,-101.3869697,0.015614,117.46273,101.3869697,0.863141609,8.41128,8.09878,12.0297,11.8217
1272,180000,3.00E-06,5.64E-05,153.536729,148.42143,148.42143,-82.6533,-82.6533,-82.61612643,-82.61612643,-82.61602643,5.75E-05,153.536729,82.61602643,0.538086404,9.14433,4.66997,13.4704,8.58856
1273,180000,1.12E-05,5.64E-05,172.42625,166.7755,166.7755,-94.123,-94.123,-93.97262926,-93.97262926,-93.95012926,0.00020703,172.42625,93.95012926,0.544871383,8.65652,6.98229,12.6011,10.8569
1274,180000,1.94E-05,5.64E-05,174.620727,168.95009,168.95009,-96.0419,-96.0419,-95.75899083,-95.75899083,-95.75269083,0.000508193,174.620727,95.75269083,0.548346651,8.56727,7.31429,12.4038,11.2002
1275,180000,2.76E-05,5.64E-05,163.473549,158.66583,158.66583,-96.8523,-96.8523,-96.44302147,-96.44302147,-96.40532147,0.00105237,163.473549,96.40532147,0.5897304,8.54671,7.44232,12.2992,11.325
1276,180000,3.57E-05,5.64E-05,151.471925,147.57275,147.57275,-97.4405,-97.4405,-96.91983744,-96.91983744,-96.91563744,0.00172236,151.471925,96.91563744,0.639825746,8.52609,7.54429,12.2306,11.4243
1277,180000,4.39E-05,5.64E-05,150.357685,146.58395,146.58395,-98.0645,-98.0645,-97.42741306,-97.42741306,-97.42721306,0.00233289,150.357685,97.42721306,0.647969627,8.506,7.65562,12.1866,11.5017
1278,180000,5.21E-05,5.64E-05,139.229763,136.31021,136.31021,-98.7731,-98.7731,-97.97627348,-97.97627348,-97.97297348,0.00294779,139.229763,97.97297348,0.703678376,8.48067,7.73359,12.1531,11.5577
