,f,L,C,pl_s1,pr_s1,pl_s2,pr_s2,pl_l,pr_l,pl_c,pr_c,pfe,pin,pout,eff,ilmax,ilmin,vmax,vmin
0,100000,5.40E-06,0.0001023,233.454673,223.18491,223.18491,-91.1451,-91.1451,-91.07420061,-91.07420061,-91.03800061,9.44E-05,233.454673,91.03800061,0.38996007,9.2151,5.1503,12.7679,10.3705
1,100000,2.01E-05,0.0001023,185.263468,178.88056,178.88056,-96.8146,-96.8146,-96.51813601,-96.51813601,-96.46713601,0.00103949,185.263468,96.46713601,0.520702419,9.00607,6.57832,12.2904,11.3391
2,100000,3.49E-05,0.0001023,150.804093,147.05231,147.05231,-98.8151,-98.8151,-98.27927846,-98.27927846,-98.25287846,0.00297084,150.804093,98.25287846,0.651526603,8.9464,7.05176,12.1773,11.5611
3,100000,4.96E-05,0.0001023,137.56526,134.8662,134.8662,-100.164,-100.164,-99.3847235,-99.3847235,-99.3623235,0.00514556,137.56526,99.3623235,0.722292267,8.86776,7.3604,12.1307,11.6743
4,100000,6.43E-05,0.0001023,131.15445,128.9855,128.9855,-101.099,-101.099,-100.0819285,-100.0819285,-100.0746285,0.00741359,131.15445,100.0746285,0.763028845,8.79919,7.55669,12.1028,11.7418
5,100000,7.91E-05,0.0001023,124.80258,123.1496,123.1496,-101.897,-101.897,-100.6395484,-100.6395484,-100.6228484,0.00964612,124.80258,100.6228484,0.806256156,8.73933,7.69142,12.0862,11.7869
6,100000,9.38E-05,0.0001023,124.81121,123.2017,123.2017,-102.508,-102.508,-101.0199236,-101.0199236,-101.0160236,0.0118029,124.81121,101.0160236,0.809350567,8.68801,7.78489,12.0723,11.8175
7,100000,0.0001085,0.0001023,118.75426,117.6232,117.6232,-103.081,-103.081,-101.3628342,-101.3628342,-101.3664342,0.0144164,118.75426,101.3664342,0.853581456,8.65931,7.85348,12.0635,11.8407
8,100000,0.0001232,0.0001023,119.0155,117.906,117.906,-103.641,-103.641,-101.6970523,-101.6970523,-101.6892523,0.0167881,119.0155,101.6892523,0.854420242,8.63144,7.91027,12.0573,11.8605
9,100000,0.000138,0.0001023,119.33174,118.2368,118.2368,-104.159,-104.159,-101.977353,-101.977353,-101.977353,0.0193634,119.33174,101.977353,0.854570234,8.60952,7.95445,12.0519,11.8751
10,100000,0.0001527,0.0001023,119.69313,118.6131,118.6131,-104.727,-104.727,-102.2777258,-102.2777258,-102.2648258,0.0220923,119.69313,102.2648258,0.854391775,8.59153,7.98909,12.0465,11.8858
11,100000,0.0001674,0.0001023,119.46175,118.4275,118.4275,-105.13,-105.13,-102.4726424,-102.4726424,-102.4586424,0.0251517,119.46175,102.4586424,0.857669023,8.57712,8.01613,12.0421,11.8941
12,100000,0.0001822,0.0001023,113.78161,113.1927,113.1927,-105.621,-105.621,-102.7103329,-102.7103329,-102.7044329,0.0278918,113.78161,102.7044329,0.902645277,8.56054,8.03948,12.0385,11.9025
13,100000,0.0001969,0.0001023,114.22494,113.6508,113.6508,-106.269,-106.269,-103.0452885,-103.0452885,-103.0371885,0.0305376,114.22494,103.0371885,0.90205509,8.54562,8.05968,12.0369,11.9112
14,100000,0.0002116,0.0001023,114.33608,113.7786,113.7786,-106.611,-106.611,-103.2263114,-103.2263114,-103.2066114,0.0324752,114.33608,103.2066114,0.902660048,8.53157,8.08123,12.0374,11.9192
15,100000,0.0002264,0.0001023,114.76044,114.2038,114.2038,-107.047,-107.047,-103.4326184,-103.4326184,-103.4174184,0.0341475,114.76044,103.4174184,0.901159131,8.51915,8.10145,12.0357,11.9259
16,100000,0.0002411,0.0001023,115.17057,114.6119,114.6119,-107.429,-107.429,-103.5930613,-103.5930613,-103.6052613,0.0366065,115.17057,103.6052613,0.899581042,8.5064,8.11252,12.0341,11.9308
17,100000,0.0002558,0.0001023,115.69957,115.1409,115.1409,-107.958,-107.958,-103.8466071,-103.8466071,-103.8470071,0.0389187,115.69957,103.8470071,0.897557416,8.49866,8.12674,12.0325,11.9358
18,100000,0.0002705,0.0001023,116.14715,115.5875,115.5875,-108.392,-108.392,-104.0488442,-104.0488442,-104.0400442,0.0415423,116.14715,104.0400442,0.89576063,8.4914,8.13781,12.0318,11.9397
19,100000,0.0002853,0.0001023,116.37056,115.8142,115.8142,-108.661,-108.661,-104.1478175,-104.1478175,-104.1627175,0.0438829,116.37056,104.1627175,0.895095095,8.48288,8.14717,12.0309,11.9431
20,100000,0.0003,0.0001023,116.96585,116.4055,116.4055,-109.201,-109.201,-104.3958953,-104.3958953,-104.3994953,0.0459726,116.96585,104.3994953,0.8925639,8.47522,8.15636,12.0289,11.9461
21,100000,0.0003147,0.0001023,117.34987,116.7919,116.7919,-109.618,-109.618,-104.5866703,-104.5866703,-104.5778703,0.0498003,117.34987,104.5778703,0.891163069,8.47269,8.16368,12.0285,11.9487
22,100000,5.40E-06,0.0001021,232.291625,222.10575,222.10575,-91.1445,-91.1445,-91.0725932,-91.0725932,-91.0127932,8.08E-05,232.291625,91.0127932,0.391804023,9.14739,5.3846,12.7735,10.3829
23,100000,2.01E-05,0.0001021,184.473357,178.14619,178.14619,-96.7969,-96.7969,-96.50276364,-96.50276364,-96.46196364,0.00104543,184.473357,96.46196364,0.522904582,9.00823,6.57361,12.2914,11.3393
24,100000,3.49E-05,0.0001021,150.627523,146.88841,146.88841,-98.8141,-98.8141,-98.27834451,-98.27834451,-98.25534451,0.0029824,150.627523,98.25534451,0.652306714,8.94958,7.05128,12.1777,11.5607
25,100000,4.96E-05,0.0001021,137.43896,134.7462,134.7462,-100.125,-100.125,-99.35211945,-99.35211945,-99.33741945,0.0051311,137.43896,99.33741945,0.722774819,8.86552,7.36027,12.1301,11.6746
26,100000,6.43E-05,0.0001021,131.164,128.994,128.994,-101.094,-101.094,-100.0797481,-100.0797481,-100.0620481,0.00742838,131.164,100.0620481,0.762877376,8.80261,7.55888,12.103,11.7415
27,100000,7.91E-05,0.0001021,124.728,123.076,123.076,-101.836,-101.836,-100.591869,-100.591869,-100.591969,0.00961635,124.728,100.591969,0.806490676,8.7382,7.6919,12.0855,11.787
28,100000,9.38E-05,0.0001021,124.81873,123.2151,123.2151,-102.597,-102.597,-101.0848416,-101.0848416,-101.0617416,0.0119486,124.81873,101.0617416,0.809668081,8.69043,7.78178,12.0731,11.817
29,100000,0.0001085,0.0001021,118.67476,117.5472,117.5472,-103.05,-103.05,-101.3419826,-101.3419826,-101.3388826,0.0143686,118.67476,101.3388826,0.853921108,8.65836,7.85386,12.0628,11.8401
30,100000,0.0001232,0.0001021,118.97434,117.8668,117.8668,-103.627,-103.627,-101.6889768,-101.6889768,-101.6860768,0.0166924,118.97434,101.6860768,0.854689144,8.63136,7.91224,12.0579,11.8609
31,100000,0.000138,0.0001021,119.30868,118.2136,118.2136,-104.134,-104.134,-101.9602065,-101.9602065,-101.9624065,0.0196905,119.30868,101.9624065,0.85461013,8.6116,7.95105,12.0523,11.8745
32,100000,0.0001527,0.0001021,119.66032,118.5784,118.5784,-104.668,-104.668,-102.2395535,-102.2395535,-102.2361535,0.0222904,119.66032,102.2361535,0.854386429,8.59241,7.98729,12.0467,11.8857
33,100000,0.0001674,0.0001021,119.45523,118.4221,118.4221,-105.139,-105.139,-102.4655797,-102.4655797,-102.4673797,0.024995,119.45523,102.4673797,0.857788978,8.57476,8.0155,12.0415,11.8942
34,100000,0.0001822,0.0001021,113.63452,113.0454,113.0454,-105.471,-105.471,-102.6146751,-102.6146751,-102.6302751,0.0281631,113.63452,102.6302751,0.903161073,8.56036,8.03679,12.0386,11.9012
35,100000,0.0001969,0.0001021,114.04262,113.4654,113.4654,-106.044,-106.044,-102.9271666,-102.9271666,-102.9173666,0.0298141,114.04262,102.9173666,0.902446529,8.54455,8.06437,12.0375,11.9115
36,100000,0.0002116,0.0001021,114.22544,113.6688,113.6688,-106.512,-106.512,-103.161596,-103.161596,-103.159096,0.0315789,114.22544,103.159096,0.903118395,8.52847,8.08434,12.0363,11.9198
37,100000,0.0002264,0.0001021,114.82884,114.2708,114.2708,-107.096,-107.096,-103.4577784,-103.4577784,-103.4405784,0.0348592,114.82884,103.4405784,0.90082403,8.5203,8.09829,12.0359,11.9255
38,100000,0.0002411,0.0001021,115.22087,114.6629,114.6629,-107.489,-107.489,-103.6319367,-103.6319367,-103.6269367,0.0366393,115.22087,103.6269367,0.899376448,8.50805,8.114,12.0339,11.9313
39,100000,0.0002558,0.0001021,115.67423,115.1171,115.1171,-107.954,-107.954,-103.8481925,-103.8481925,-103.8430925,0.0390419,115.67423,103.8430925,0.897720196,8.49974,8.12724,12.033,11.9359
40,100000,0.0002705,0.0001021,116.03873,115.4781,115.4781,-108.27,-108.27,-103.9795031,-103.9795031,-103.9858031,0.0411834,116.03873,103.9858031,0.896130138,8.48951,8.13744,12.0319,11.94
41,100000,0.0002853,0.0001021,116.54582,115.9854,115.9854,-108.78,-108.78,-104.2152915,-104.2152915,-104.2127915,0.0438638,116.54582,104.2127915,0.894178714,8.48385,8.14821,12.0303,11.9433
42,100000,0.0003,0.0001021,117.0562,116.499,116.499,-109.335,-109.335,-104.461635,-104.461635,-104.460935,0.0478231,117.0562,104.460935,0.892399847,8.4801,8.15493,12.0291,11.9455
43,100000,0.0003147,0.0001021,117.31561,116.7547,116.7547,-109.543,-109.543,-104.5468245,-104.5468245,-104.5444245,0.0485513,117.31561,104.5444245,0.891138225,8.47085,8.16571,12.0283,11.9495
44,100000,5.40E-06,0.0001018,233.09593,222.8501,222.8501,-91.118,-91.118,-91.04639443,-91.04639443,-90.97329443,8.61E-05,233.09593,90.97329443,0.390282638,9.16028,5.27662,12.7718,10.3696
45,100000,2.01E-05,0.0001018,184.692358,178.34886,178.34886,-96.7896,-96.7896,-96.49265547,-96.49265547,-96.46215547,0.00103178,184.692358,96.46215547,0.522285581,9.00132,6.58253,12.29,11.3373
46,100000,3.49E-05,0.0001018,150.620845,146.88015,146.88015,-98.7855,-98.7855,-98.25238652,-98.25238652,-98.23408652,0.0029687,150.620845,98.23408652,0.652194499,8.94801,7.05405,12.1784,11.5599
47,100000,4.96E-05,0.0001018,137.60466,134.9042,134.9042,-100.184,-100.184,-99.39843595,-99.39843595,-99.36773595,0.00514529,137.60466,99.36773595,0.722124788,8.86356,7.35624,12.1307,11.6732
48,100000,6.43E-05,0.0001018,131.14679,128.9763,128.9763,-101.07,-101.07,-100.0608298,-100.0608298,-100.0467298,0.00738073,131.14679,100.0467298,0.762860683,8.79905,7.55929,12.1026,11.7413
49,100000,7.91E-05,0.0001018,124.75319,123.0993,123.0993,-101.835,-101.835,-100.5913459,-100.5913459,-100.5879459,0.00963527,124.75319,100.5879459,0.806295582,8.7377,7.69038,12.0862,11.7864
50,100000,9.38E-05,0.0001018,124.76233,123.1531,123.1531,-102.463,-102.463,-100.9896505,-100.9896505,-100.9866505,0.0118554,124.76233,100.9866505,0.809432226,8.68701,7.78189,12.0727,11.8168
51,100000,0.0001085,0.0001018,118.7549,117.623,117.623,-103.07,-103.07,-101.352413,-101.352413,-101.355413,0.0147543,118.7549,101.355413,0.85348405,8.66307,7.84791,12.064,11.8393
52,100000,0.0001232,0.0001018,119.01652,117.9094,117.9094,-103.675,-103.675,-101.7103364,-101.7103364,-101.7176364,0.0168453,119.01652,101.7176364,0.854651408,8.63104,7.90865,12.0577,11.8602
53,100000,0.000138,0.0001018,119.37493,118.2781,118.2781,-104.176,-104.176,-101.9798574,-101.9798574,-101.9852574,0.019669,119.37493,101.9852574,0.854327265,8.61249,7.9523,12.0519,11.8737
54,100000,0.0001527,0.0001018,119.63403,118.5491,118.5491,-104.6,-104.6,-102.2085613,-102.2085613,-102.1901613,0.0223996,119.63403,102.1901613,0.854189743,8.59376,7.98717,12.0472,11.8848
55,100000,0.0001674,0.0001018,119.51897,118.4829,118.4829,-105.162,-105.162,-102.4779448,-102.4779448,-102.4766448,0.0247537,119.51897,102.4766448,0.857409036,8.5732,8.01664,12.0412,11.8939
56,100000,0.0001822,0.0001018,113.80661,113.2177,113.2177,-105.646,-105.646,-102.7209468,-102.7209468,-102.7126468,0.0279259,113.80661,102.7126468,0.902519167,8.56012,8.03875,12.0387,11.9018
57,100000,0.0001969,0.0001018,114.14438,113.5666,113.5666,-106.138,-106.138,-102.9806852,-102.9806852,-102.9626852,0.0299899,114.14438,102.9626852,0.902039025,8.5454,8.06382,12.0377,11.911
58,100000,0.0002116,0.0001018,114.28299,113.7253,113.7253,-106.555,-106.555,-103.182269,-103.182269,-103.181269,0.0318679,114.28299,103.181269,0.902857626,8.52926,8.08312,12.0364,11.9195
59,100000,0.0002264,0.0001018,114.74735,114.1905,114.1905,-107.031,-107.031,-103.4069023,-103.4069023,-103.4143023,0.0346045,114.74735,103.4143023,0.901234776,8.51829,8.09782,12.0355,11.925
60,100000,0.0002411,0.0001018,115.11053,114.5541,114.5541,-107.4,-107.4,-103.5805769,-103.5805769,-103.5829769,0.0366429,115.11053,103.5829769,0.899856659,8.50766,8.11358,12.0339,11.931
61,100000,0.0002558,0.0001018,115.6346,115.076,115.076,-107.894,-107.894,-103.8279698,-103.8279698,-103.8096698,0.0390319,115.6346,103.8096698,0.897738824,8.50151,8.12906,12.0336,11.9356
62,100000,0.0002705,0.0001018,116.08964,115.5288,115.5288,-108.318,-108.318,-104.0031122,-104.0031122,-104.0084122,0.0416308,116.08964,104.0084122,0.895931904,8.49096,8.137,12.0316,11.9398
63,100000,0.0002853,0.0001018,116.59794,116.0378,116.0378,-108.836,-108.836,-104.2442899,-104.2442899,-104.2346899,0.0443655,116.59794,104.2346899,0.893966822,8.48555,8.148,12.0306,11.9428
64,100000,0.0003,0.0001018,116.84852,116.2874,116.2874,-109.073,-109.073,-104.3422021,-104.3422021,-104.3360021,0.046448,116.84852,104.3360021,0.892916761,8.47797,8.15748,12.0298,11.9465
65,100000,0.0003147,0.0001018,117.4019,116.844,116.844,-109.671,-109.671,-104.6056745,-104.6056745,-104.6035745,0.0489829,117.4019,104.6035745,0.890987067,8.47066,8.16417,12.028,11.9488
66,100000,5.40E-06,0.0001016,231.703101,221.55567,221.55567,-91.0887,-91.0887,-91.01815123,-91.01815123,-90.96745123,8.39E-05,231.703101,90.96745123,0.392603512,9.17557,5.34045,12.7772,10.379
67,100000,2.01E-05,0.0001016,184.858135,178.50245,178.50245,-96.7865,-96.7865,-96.49140255,-96.49140255,-96.45030255,0.00104001,184.858135,96.45030255,0.521753087,9.01041,6.58206,12.2915,11.3367
68,100000,3.49E-05,0.0001016,150.81104,147.0568,147.0568,-98.788,-98.788,-98.25308115,-98.25308115,-98.24458115,0.00296153,150.81104,98.24458115,0.651441573,8.94584,7.05415,12.1792,11.5602
69,100000,4.96E-05,0.0001016,137.50996,134.8102,134.8102,-100.099,-100.099,-99.32910062,-99.32910062,-99.31930062,0.0050561,137.50996,99.31930062,0.722269868,8.85579,7.3615,12.1308,11.6733
70,100000,6.43E-05,0.0001016,131.08103,128.9111,128.9111,-101.012,-101.012,-100.0168663,-100.0168663,-100.0145663,0.00734315,131.08103,100.0145663,0.762998019,8.79772,7.5611,12.1033,11.7413
71,100000,7.91E-05,0.0001016,124.75427,123.1029,123.1029,-101.871,-101.871,-100.6198169,-100.6198169,-100.6031169,0.00964385,124.75427,100.6031169,0.806410209,8.73864,7.69086,12.0865,11.7858
72,100000,9.38E-05,0.0001016,124.87878,123.2636,123.2636,-102.497,-102.497,-101.0108604,-101.0108604,-101.0021604,0.0117284,124.87878,101.0021604,0.808801627,8.68624,7.78595,12.0724,11.8168
73,100000,0.0001085,0.0001016,118.71565,117.5855,117.5855,-103.055,-103.055,-101.3465195,-101.3465195,-101.3435195,0.0144985,118.71565,101.3435195,0.853666046,8.65882,7.85071,12.0639,11.84
74,100000,0.0001232,0.0001016,118.98385,117.8775,117.8775,-103.653,-103.653,-101.7056265,-101.7056265,-101.6929265,0.0165978,118.98385,101.6929265,0.854678399,8.62995,7.91286,12.058,11.8601
75,100000,0.000138,0.0001016,119.41772,118.3204,118.3204,-104.212,-104.212,-102.0103015,-102.0103015,-101.9994015,0.0195109,119.41772,101.9994015,0.854139582,8.61145,7.9539,12.0525,11.8743
76,100000,0.0001527,0.0001016,119.60025,118.5205,118.5205,-104.638,-104.638,-102.2187624,-102.2187624,-102.2179624,0.0222734,119.60025,102.2179624,0.854663451,8.59253,7.98764,12.0465,11.8852
77,100000,0.0001674,0.0001016,119.3995,118.367,118.367,-105.092,-105.092,-102.4349072,-102.4349072,-102.4431072,0.0251658,119.3995,102.4431072,0.857986065,8.57576,8.01461,12.0417,11.8937
78,100000,0.0001822,0.0001016,113.75447,113.1629,113.1629,-105.557,-105.557,-102.676548,-102.676548,-102.664048,0.0279534,113.75447,102.664048,0.902505616,8.56078,8.03916,12.0391,11.9018
79,100000,0.0001969,0.0001016,114.04023,113.4621,113.4621,-106.029,-106.029,-102.9089501,-102.9089501,-102.9143501,0.030163,114.04023,102.9143501,0.902438991,8.54367,8.06071,12.0377,11.9107
80,100000,0.0002116,0.0001016,114.3313,113.772,113.772,-106.581,-106.581,-103.1999548,-103.1999548,-103.1902548,0.032327,114.3313,103.1902548,0.902554723,8.53101,8.08169,12.0369,11.9187
81,100000,0.0002264,0.0001016,114.70429,114.1473,114.1473,-106.986,-106.986,-103.3908135,-103.3908135,-103.3878135,0.0342331,114.70429,103.3878135,0.901342169,8.51731,8.09909,12.0355,11.9258
82,100000,0.0002411,0.0001016,115.18975,114.6315,114.6315,-107.454,-107.454,-103.6095635,-103.6095635,-103.6089635,0.0368046,115.18975,103.6089635,0.899463394,8.50879,8.11385,12.0339,11.9307
83,100000,0.0002558,0.0001016,115.59245,115.0335,115.0335,-107.847,-107.847,-103.7930147,-103.7930147,-103.7861147,0.0387607,115.59245,103.7861147,0.897862401,8.49905,8.12788,12.0329,11.9356
84,100000,0.0002705,0.0001016,116.05169,115.4933,115.4933,-108.314,-108.314,-104.0000937,-104.0000937,-103.9995937,0.0414959,116.05169,103.9995937,0.896148895,8.49054,8.13714,12.0313,11.9392
85,100000,0.0002853,0.0001016,116.46399,115.9063,115.9063,-108.736,-108.736,-104.1921991,-104.1921991,-104.1897991,0.0435875,116.46399,104.1897991,0.894609563,8.48273,8.14814,12.0303,11.9432
86,100000,0.0003,0.0001016,116.89194,116.3318,116.3318,-109.13,-109.13,-104.3681701,-104.3681701,-104.3641701,0.0461918,116.89194,104.3641701,0.892826059,8.47662,8.15701,12.0298,11.9465
87,100000,0.0003147,0.0001016,117.24846,116.6872,116.6872,-109.471,-109.471,-104.5096765,-104.5096765,-104.5111765,0.049378,117.24846,104.5111765,0.891365025,8.47155,8.16384,12.0288,11.9491
88,100000,5.40E-06,0.0001014,232.276979,222.08493,222.08493,-91.0443,-91.0443,-90.97118331,-90.97118331,-90.95538331,8.38E-05,232.276979,90.95538331,0.391581567,9.14598,5.31409,12.777,10.3715
89,100000,2.01E-05,0.0001014,184.763096,178.41432,178.41432,-96.7872,-96.7872,-96.49289845,-96.49289845,-96.45459845,0.00102643,184.763096,96.45459845,0.522044719,9.00151,6.58896,12.2928,11.3369
90,100000,3.49E-05,0.0001014,150.789165,147.03755,147.03755,-98.8025,-98.8025,-98.26854988,-98.26854988,-98.23064988,0.00298646,150.789165,98.23064988,0.651443689,8.95314,7.05355,12.1789,11.559
91,100000,4.96E-05,0.0001014,137.59774,134.8928,134.8928,-100.115,-100.115,-99.33664495,-99.33664495,-99.33514495,0.00509846,137.59774,99.33514495,0.721924248,8.8559,7.35541,12.1311,11.6725
92,100000,6.43E-05,0.0001014,131.10606,128.9362,128.9362,-101.038,-101.038,-100.039055,-100.039055,-100.021755,0.00738332,131.10606,100.021755,0.762907184,8.80044,7.56046,12.1039,11.7406
93,100000,7.91E-05,0.0001014,124.7808,123.126,123.126,-101.85,-101.85,-100.5975905,-100.5975905,-100.5992905,0.0096717,124.7808,100.5992905,0.80620809,8.73653,7.68725,12.086,11.7858
94,100000,9.38E-05,0.0001014,124.67437,123.0699,123.0699,-102.441,-102.441,-100.9743379,-100.9743379,-100.9706379,0.0117466,124.67437,100.9706379,0.80987486,8.68534,7.78436,12.073,11.8165
95,100000,0.0001085,0.0001014,118.84846,117.7132,117.7132,-103.117,-103.117,-101.3824347,-101.3824347,-101.3740347,0.0142119,118.84846,101.3740347,0.852968853,8.65462,7.85448,12.0629,11.8396
96,100000,0.0001232,0.0001014,119.02273,117.9161,117.9161,-103.688,-103.688,-101.723417,-101.723417,-101.709317,0.0166386,119.02273,101.709317,0.854536919,8.62965,7.91168,12.0575,11.8596
97,100000,0.000138,0.0001014,119.40051,118.3027,118.3027,-104.188,-104.188,-101.9907295,-101.9907295,-101.9911295,0.0194473,119.40051,101.9911295,0.854193416,8.60896,7.95248,12.0522,11.8741
98,100000,0.0001527,0.0001014,119.64048,118.5566,118.5566,-104.621,-104.621,-102.213209,-102.213209,-102.209609,0.0220427,119.64048,102.209609,0.854306244,8.5898,7.98803,12.047,11.8858
99,100000,0.0001674,0.0001014,119.54093,118.5001,118.5001,-105.118,-105.118,-102.4547292,-102.4547292,-102.4556292,0.0249706,119.54093,102.4556292,0.857075725,8.57456,8.01557,12.0421,11.8939
100,100000,0.0001822,0.0001014,113.75849,113.1693,113.1693,-105.594,-105.594,-102.6835584,-102.6835584,-102.6830584,0.0274893,113.75849,102.6830584,0.902640835,8.55725,8.03995,12.0377,11.9013
101,100000,0.0001969,0.0001014,113.9702,113.392,113.392,-105.958,-105.958,-102.8696551,-102.8696551,-102.8820551,0.0303998,113.9702,102.8820551,0.90271014,8.54482,8.05998,12.0382,11.9108
102,100000,0.0002116,0.0001014,114.25016,113.6952,113.6952,-106.56,-106.56,-103.1898847,-103.1898847,-103.1802847,0.0319369,114.25016,103.1802847,0.903108448,8.53074,8.08412,12.0371,11.9192
103,100000,0.0002264,0.0001014,114.72199,114.1643,114.1643,-106.994,-106.994,-103.3876282,-103.3876282,-103.3941282,0.0341304,114.72199,103.3941282,0.901258148,8.51669,8.09909,12.0351,11.9252
104,100000,0.0002411,0.0001014,115.10362,114.5474,114.5474,-107.396,-107.396,-103.5888196,-103.5888196,-103.5721196,0.0367119,115.10362,103.5721196,0.899816353,8.50906,8.11462,12.0344,11.9303
105,100000,0.0002558,0.0001014,115.54492,114.9894,114.9894,-107.847,-107.847,-103.7868465,-103.7868465,-103.7905465,0.0391428,115.54492,103.7905465,0.898270097,8.49825,8.12527,12.0328,11.9354
106,100000,0.0002705,0.0001014,116.16781,115.6097,115.6097,-108.434,-108.434,-104.0695451,-104.0695451,-104.0566451,0.0427862,116.16781,104.0566451,0.895744227,8.49492,8.1361,12.0325,11.939
107,100000,0.0002853,0.0001014,116.46918,115.9096,115.9096,-108.715,-108.715,-104.1717441,-104.1717441,-104.1858441,0.0439454,116.46918,104.1858441,0.89453574,8.48191,8.14596,12.0308,11.9424
108,100000,0.0003,0.0001014,116.728,116.168,116.168,-108.968,-108.968,-104.2932195,-104.2932195,-104.2812195,0.048165,116.728,104.2812195,0.893369367,8.48002,8.15369,12.0305,11.9458
109,100000,0.0003147,0.0001014,117.3324,116.771,116.771,-109.553,-109.553,-104.5411109,-104.5411109,-104.5508109,0.0489933,117.3324,104.5508109,0.891065135,8.46992,8.1634,12.0285,11.9484
110,100000,5.40E-06,0.0001011,232.007081,221.83627,221.83627,-91.0687,-91.0687,-90.99720801,-90.99720801,-90.95980801,8.06E-05,232.007081,90.95980801,0.392056172,9.11387,5.35601,12.7763,10.3729
111,100000,2.01E-05,0.0001011,184.770844,178.42148,178.42148,-96.7868,-96.7868,-96.49341448,-96.49341448,-96.44471448,0.00102194,184.770844,96.44471448,0.521969335,8.992,6.5847,12.2941,11.3373
112,100000,3.49E-05,0.0001011,150.781435,147.03045,147.03045,-98.8035,-98.8035,-98.26961593,-98.26961593,-98.22931593,0.00299393,150.781435,98.22931593,0.651468239,8.95141,7.04946,12.1799,11.5583
113,100000,4.96E-05,0.0001011,137.46649,134.7703,134.7703,-100.105,-100.105,-99.33201104,-99.33201104,-99.32201104,0.00503386,137.46649,99.32201104,0.722517983,8.85724,7.36622,12.1311,11.6728
114,100000,6.43E-05,0.0001011,131.24778,129.0726,129.0726,-101.106,-101.106,-100.0819567,-100.0819567,-100.0729567,0.00735343,131.24778,100.0729567,0.762473519,8.79611,7.55863,12.1037,11.7401
115,100000,7.91E-05,0.0001011,124.79172,123.1344,123.1344,-101.826,-101.826,-100.5887848,-100.5887848,-100.5694848,0.00953599,124.79172,100.5694848,0.805898699,8.73603,7.69408,12.0866,11.786
116,100000,9.38E-05,0.0001011,124.7855,123.172,123.172,-102.427,-102.427,-100.9594244,-100.9594244,-100.9723244,0.0117463,124.7855,100.9723244,0.809167126,8.6843,7.78333,12.0734,11.8165
117,100000,0.0001085,0.0001011,118.74187,117.6099,117.6099,-103.056,-103.056,-101.3450499,-101.3450499,-101.3390499,0.014332,118.74187,101.3390499,0.853439902,8.6568,7.85331,12.0637,11.8395
118,100000,0.0001232,0.0001011,119.00919,117.9013,117.9013,-103.657,-103.657,-101.6966488,-101.6966488,-101.7009488,0.0167062,119.00919,101.7009488,0.854563827,8.62883,7.90942,12.0578,11.8593
119,100000,0.000138,0.0001011,119.38997,118.2909,118.2909,-104.16,-104.16,-101.9665309,-101.9665309,-101.9775309,0.0195159,119.38997,101.9775309,0.854154926,8.60935,7.95171,12.0525,11.8731
120,100000,0.0001527,0.0001011,119.71087,118.6279,118.6279,-104.704,-104.704,-102.2564902,-102.2564902,-102.2507902,0.022129,119.71087,102.2507902,0.854147916,8.5901,7.98716,12.0467,11.8847
121,100000,0.0001674,0.0001011,119.45586,118.4172,118.4172,-105.063,-105.063,-102.4232937,-102.4232937,-102.4227937,0.0255709,119.45586,102.4227937,0.857411212,8.57827,8.01265,12.0426,11.893
122,100000,0.0001822,0.0001011,113.66179,113.0733,113.0733,-105.507,-105.507,-102.6394458,-102.6394458,-102.6380458,0.0275307,113.66179,102.6380458,0.903012752,8.55911,8.04142,12.0382,11.9018
123,100000,0.0001969,0.0001011,114.01932,113.4414,113.4414,-106.011,-106.011,-102.902805,-102.902805,-102.902705,0.0298672,114.01932,102.902705,0.902502357,8.54341,8.0628,12.0376,11.9111
124,100000,0.0002116,0.0001011,114.22842,113.6694,113.6694,-106.482,-106.482,-103.1391629,-103.1391629,-103.1413629,0.0318106,114.22842,103.1413629,0.902939591,8.52788,8.08213,12.0366,11.9188
125,100000,0.0002264,0.0001011,114.74887,114.1909,114.1909,-107.017,-107.017,-103.4024762,-103.4024762,-103.4061762,0.0343973,114.74887,103.4061762,0.901152022,8.51724,8.09802,12.0356,11.9251
126,100000,0.0002411,0.0001011,115.10472,114.5464,114.5464,-107.368,-107.368,-103.5664368,-103.5664368,-103.5605368,0.037175,115.10472,103.5605368,0.899707126,8.5094,8.11249,12.0341,11.9303
127,100000,0.0002558,0.0001011,115.5766,115.018,115.018,-107.836,-107.836,-103.7785178,-103.7785178,-103.7823178,0.0397963,115.5766,103.7823178,0.897952681,8.50021,8.12415,12.0331,11.9348
128,100000,0.0002705,0.0001011,116.03763,115.4791,115.4791,-108.298,-108.298,-103.9918478,-103.9918478,-103.9970478,0.0413839,116.03763,103.9970478,0.896235538,8.49007,8.13715,12.0319,11.9393
129,100000,0.0002853,0.0001011,116.5296,115.971,115.971,-108.789,-108.789,-104.2159185,-104.2159185,-104.2158185,0.0438974,116.5296,104.2158185,0.894329153,8.48279,8.14702,12.0303,11.9429
130,100000,0.0003,0.0001011,116.86066,116.3022,116.3022,-109.122,-109.122,-104.3462282,-104.3462282,-104.3618282,0.0458214,116.86066,104.3618282,0.893045001,8.47399,8.15565,12.0295,11.9453
