x,y,z,T,node_groups
23.18780194069691,2.276584933036629,48.22427200668818,60.10712010251877,0.0
16.24758764353841,-20.87170507048235,56.58031797844237,60.133828315585234,0.0
1.479423373503345,-15.0624364488127,5.0,60.18320488689526,0.0
-22.45640599516702,12.60918799032008,48.55200893859738,60.11170784240757,0.0
2.872626942075295,35.35456686613215,63.0,60.14544607782285,0.0
2.2000555539139,6.85059752974441,57.135014841457,60.15245971329045,0.0
17.4442088696367,-5.938917187078989,35.30271403575593,60.13091127087334,0.0
21.33567619817475,-36.46712795335876,27.71633728107255,60.101372490354755,0.0
39.66286897590351,6.849768215079308,12.40502474938607,60.063224535559506,0.0
-29.9206311082899,-17.40621147945177,49.2867213938003,60.088680036890224,0.0
18.62965365520002,-31.73008160397919,15.71263265486757,60.116076043407524,0.0
-25.56464923356915,6.933642286165886,0.0,60.07251324893337,0.0
18.48268622454793,5.68654152050377,25.38858016242476,60.126211272861944,0.0
28.94757038094318,21.39940145927192,41.38460279061464,60.094974035784574,0.0
1.776631747024421,-16.28155679870935,32.04803907086779,60.183333147756414,0.0
-10.99748567327208,34.17650895689707,0.0,60.10490166699358,0.0
-9.238795325112898,-18.67316567634918,63.0,60.182923137863995,0.0
0.7572303458378632,-23.43309920910286,0.0,60.15374235611894,0.0
13.16623868439095,-38.03567613314699,26.7667701835343,60.12484819298763,0.0
16.01075965780605,-39.09882447312157,44.74021646570994,60.109679521173014,0.0
-14.58000515706476,-10.90517770536729,0.0,60.103484141624364,0.0
-13.96199525233987,19.24954441756953,42.45312729453001,60.15419874545407,0.0
5.316314276698063,14.0302418858992,41.75276043709928,60.18255496118468,0.0
-10.24196524516509,-38.92511590113548,33.43942392239444,60.1302844680671,0.0
-30.9039914976526,-19.18573118065425,38.27524485075939,60.09136578626833,0.0
34.97638733969436,-12.34640348044867,63.0,60.05920432227173,0.0
19.95034225900678,10.68709545576019,39.21500346979116,60.12455848812554,0.0
-4.265745018984457,-40.0233171967668,9.685366995546012,60.12764511557424,0.0
39.19340354988004,-9.161856699176797,16.90708758471402,60.068131312122,0.0
-5.30808440984658,-41.9152327906925,20.9400325307395,60.12390716558198,0.0
5.314461346730641,41.9144247317568,23.86246071562944,60.12410555383395,0.0
5.622395540549372,-8.864831360609946,54.00493975675438,60.15815164900509,0.0
13.12428185925333,-38.050173793018,40.47194805054547,60.12481578220983,0.0
4.319131916363864,-18.56140793903472,38.68026944888847,60.183296621094996,0.0
9.71660260435275,-20.13618236128813,30.13333333333333,60.183312294432575,0.0
-17.15200659014839,31.6478635140564,0.0,60.089336296565165,0.0
23.0924177947274,7.041056803824629,0.0,60.077800498137286,0.0
-8.24362007858404,3.611252000949197,2.0,60.118283675510156,0.0
35.32612050328402,-1.142961006850695,45.33896630919276,60.07874691360482,0.0
22.74512324729253,33.20725626223089,42.79780032016301,60.103836947924606,0.0
-19.97108934421686,-37.23194986037272,0.0,60.06424489335629,0.0
17.62080352263412,32.14686142470065,33.52414358810508,60.12454663584602,0.0
7.437563551187302,21.02057662649667,5.0,60.18248980230448,0.0
23.00074751785477,-35.44048692695824,51.593910394505,60.092459236090654,0.0
-12.7580337728589,3.507745097357528,63.0,60.11166685998414,0.0
-4.103653604852264,13.38078802245594,12.16277993904819,60.18255509450483,0.0
-21.95165852109018,33.73702992519419,36.33643962786135,60.106846825472516,0.0
-12.67857582876441,40.30280653942441,65.0,60.08548099932661,0.0
-30.72724367961129,12.52902750101277,65.0,60.062911611348866,0.0
35.67405864177645,0.9910931020598699,0.0,60.052362914028016,0.0
35.47086952463925,-5.266946701253262,2.0,60.057705741551224,0.0
-13.2238304726839,27.78429046665307,6.258921166650022,60.13731934172366,0.0
14.0237878424401,-1.561220123661593,65.0,60.0992639803913,0.0
6.391160082175467,39.73934539979247,39.52294990506283,60.13467899230677,0.0
-40.57652248366765,11.77320360532397,3.652106203280009,60.04995837875668,0.0
30.46381411595621,-1.345592735376212,26.68859449617385,60.093186064544646,0.0
36.56198432180339,-0.4229964641398663,11.50888425536818,60.06841760833969,0.0
38.85540972571611,-10.50331543117342,40.29099632386068,60.0731984269417,0.0
-36.92566169611899,-20.53187785624516,14.15130879611671,60.06693349163803,0.0
6.396783074600251,39.73844066261921,46.32066646965935,60.13340413058858,0.0
25.84605620241986,30.85520829262628,36.02286153392131,60.098786508842295,0.0
10.41742842277916,-13.49769278907275,36.47644116703434,60.163207892191814,0.0
36.4674427032059,4.835362520411008,0.0,60.05046861955033,0.0
-19.69401810629476,-18.23753551730636,2.0,60.099316099476425,0.0
