x,y,z,T,node_groups
23.18780194069691,2.276584933036629,48.22427200668818,80.10712010251878,0.0
16.24758764353841,-20.87170507048235,56.58031797844237,80.13382831558523,0.0
1.479423373503345,-15.0624364488127,5.0,80.18320488689525,0.0
-22.45640599516702,12.60918799032008,48.55200893859738,80.11170784240757,0.0
2.872626942075295,35.35456686613215,63.0,80.14544607782284,0.0
2.2000555539139,6.85059752974441,57.135014841457,80.15245971329045,0.0
17.4442088696367,-5.938917187078989,35.30271403575593,80.13091127087334,0.0
21.33567619817475,-36.46712795335876,27.71633728107255,80.10137249035476,0.0
39.66286897590351,6.849768215079308,12.40502474938607,80.0632245355595,0.0
-29.9206311082899,-17.40621147945177,49.2867213938003,80.08868003689022,0.0
18.62965365520002,-31.73008160397919,15.71263265486757,80.11607604340752,0.0
-25.56464923356915,6.933642286165886,0.0,80.07251324893336,0.0
18.48268622454793,5.68654152050377,25.38858016242476,80.12621127286195,0.0
28.94757038094318,21.39940145927192,41.38460279061464,80.09497403578457,0.0
1.776631747024421,-16.28155679870935,32.04803907086779,80.18333314775641,0.0
-10.99748567327208,34.17650895689707,0.0,80.10490166699358,0.0
-9.238795325112898,-18.67316567634918,63.0,80.182923137864,0.0
0.7572303458378632,-23.43309920910286,0.0,80.15374235611894,0.0
13.16623868439095,-38.03567613314699,26.7667701835343,80.12484819298763,0.0
16.01075965780605,-39.09882447312157,44.74021646570994,80.109679521173,0.0
-14.58000515706476,-10.90517770536729,0.0,80.10348414162436,0.0
-13.96199525233987,19.24954441756953,42.45312729453001,80.15419874545407,0.0
5.316314276698063,14.0302418858992,41.75276043709928,80.18255496118468,0.0
-10.24196524516509,-38.92511590113548,33.43942392239444,80.1302844680671,0.0
-30.9039914976526,-19.18573118065425,38.27524485075939,80.09136578626833,0.0
34.97638733969436,-12.34640348044867,63.0,80.05920432227173,0.0
19.95034225900678,10.68709545576019,39.21500346979116,80.12455848812554,0.0
-4.265745018984457,-40.0233171967668,9.685366995546012,80.12764511557424,0.0
39.19340354988004,-9.161856699176797,16.90708758471402,80.068131312122,0.0
-5.30808440984658,-41.9152327906925,20.9400325307395,80.12390716558198,0.0
5.314461346730641,41.9144247317568,23.86246071562944,80.12410555383396,0.0
5.622395540549372,-8.864831360609946,54.00493975675438,80.15815164900509,0.0
13.12428185925333,-38.050173793018,40.47194805054547,80.12481578220984,0.0
4.319131916363864,-18.56140793903472,38.68026944888847,80.183296621095,0.0
9.71660260435275,-20.13618236128813,30.13333333333333,80.18331229443255,0.0
-17.15200659014839,31.6478635140564,0.0,80.08933629656516,0.0
23.0924177947274,7.041056803824629,0.0,80.0778004981373,0.0
-8.24362007858404,3.611252000949197,2.0,80.11828367551016,0.0
35.32612050328402,-1.142961006850695,45.33896630919276,80.07874691360482,0.0
22.74512324729253,33.20725626223089,42.79780032016301,80.1038369479246,0.0
-19.97108934421686,-37.23194986037272,0.0,80.0642448933563,0.0
17.62080352263412,32.14686142470065,33.52414358810508,80.12454663584603,0.0
7.437563551187302,21.02057662649667,5.0,80.18248980230449,0.0
23.00074751785477,-35.44048692695824,51.593910394505,80.09245923609065,0.0
-12.7580337728589,3.507745097357528,63.0,80.11166685998414,0.0
-4.103653604852264,13.38078802245594,12.16277993904819,80.18255509450482,0.0
-21.95165852109018,33.73702992519419,36.33643962786135,80.10684682547252,0.0
-12.67857582876441,40.30280653942441,65.0,80.0854809993266,0.0
-30.72724367961129,12.52902750101277,65.0,80.06291161134887,0.0
35.67405864177645,0.9910931020598699,0.0,80.05236291402801,0.0
35.47086952463925,-5.266946701253262,2.0,80.05770574155122,0.0
-13.2238304726839,27.78429046665307,6.258921166650022,80.13731934172365,0.0
14.0237878424401,-1.561220123661593,65.0,80.09926398039131,0.0
6.391160082175467,39.73934539979247,39.52294990506283,80.13467899230676,0.0
-40.57652248366765,11.77320360532397,3.652106203280009,80.04995837875668,0.0
30.46381411595621,-1.345592735376212,26.68859449617385,80.09318606454465,0.0
36.56198432180339,-0.4229964641398663,11.50888425536818,80.06841760833969,0.0
38.85540972571611,-10.50331543117342,40.29099632386068,80.0731984269417,0.0
-36.92566169611899,-20.53187785624516,14.15130879611671,80.06693349163804,0.0
6.396783074600251,39.73844066261921,46.32066646965935,80.13340413058859,0.0
25.84605620241986,30.85520829262628,36.02286153392131,80.0987865088423,0.0
10.41742842277916,-13.49769278907275,36.47644116703434,80.1632078921918,0.0
36.4674427032059,4.835362520411008,0.0,80.05046861955033,0.0
-19.69401810629476,-18.23753551730636,2.0,80.09931609947643,0.0
41.66677836873914,-6.99586166032261,58.10665279803705,80.05274417000818,0.0
-26.02602923387679,-25.32868205951721,38.55875662981093,80.10300711141775,0.0
-38.37223300143528,12.15048289096201,43.27345986270652,80.07282939167911,0.0
23.3547284827639,35.20822570787084,61.56762556003287,80.07750554068329,0.0
-41.0154348064661,10.13886619087797,7.209678989435264,80.05409909721422,0.0
-35.72538108566231,-18.54075635685346,43.48017103848516,80.0775713297167,0.0
13.23814797575625,-10.860217314103,2.0,80.11682671222793,0.0
9.439795404332976,19.19996019352281,26.27112931150534,80.1826135372029,0.0
-9.826139173074537,-4.128509078308489,2.0,80.11584405649903,0.0
-11.66072709934305,10.61679563056858,8.887706696211698,80.13862007256726,0.0
-3.826834323650945,13.26120467488715,67.5,80.18214210132165,0.0
16.39304726633801,-28.63964237868105,38.37790249211748,80.13626694935591,0.0
-34.25849943217257,21.12859949584524,46.62922178918027,80.07826936464735,0.0
4.69862814899962,-35.70771202163314,57.64798988648013,80.1488683016361,0.0
20.3117646010986,37.04719582896333,51.32805353639741,80.09774070988347,0.0
0.9696366242370708,8.369211968477734,63.0,80.14736786979466,0.0
-21.23567692851548,-10.12334140732437,23.8288062656754,80.11917670064251,0.0
9.773787711338407,-39.04530155823733,5.83236127942452,80.11304125549596,0.0
-29.57018973524408,-19.04931238772252,29.05988098845751,80.0953843428171,0.0
29.98827969425963,-18.98235239905802,44.35338398254729,80.09154426208032,0.0
5.884768412648153,-39.81748360619363,59.58852563161512,80.12244318230015,0.0
-8.582313384212428,-4.76253565868086,55.61155093564152,80.1396082445751,0.0
0.17350335933112,32.49849471592103,51.44154383052404,80.18241230889767,0.0
-30.63270199857396,-8.36062567056377,31.63998935822478,80.09391824186234,0.0
27.27901689014012,29.59590744524402,25.8177702214274,80.09494057392607,0.0
18.97371865724634,-35.49733089002132,2.0,80.08534674451514,0.0
-29.17215854100058,-16.623650011683,0.0,80.06524046446788,0.0
-15.82249697428571,1.332259095484298,13.01692735788276,80.12204400754808,0.0
-20.06636448437409,17.7570346662003,43.52293754379769,80.12512836412027,0.0
5.442426288137589,-39.88035225644564,40.38981529956742,80.13604707113667,0.0
